time[s] ch1[V] ch2[V]
-1.941000000000000017e-03 -2.230628659432268290e-01 -1.714922595867461319e-01
-1.939999999999999884e-03 -2.193743815976513523e-01 -1.694568829079586558e-01
-1.938999999999999968e-03 -2.197096983563400219e-01 -1.687784240150295156e-01
-1.937999999999999836e-03 -2.062970280087927932e-01 -1.623330645322025589e-01
-1.936999999999999920e-03 -2.213862821497834255e-01 -1.691176534614940719e-01
-1.936000000000000004e-03 -2.213862821497834255e-01 -1.721707184796752721e-01
-1.934999999999999871e-03 -2.210509653910947558e-01 -1.691176534614940719e-01
-1.933999999999999955e-03 -2.207156486324060585e-01 -1.687784240150295156e-01
-1.932999999999999823e-03 -2.237334994606041960e-01 -1.691176534614940719e-01
-1.931999999999999907e-03 -2.237334994606041960e-01 -1.704745712473523800e-01
-1.930999999999999991e-03 -2.237334994606041960e-01 -1.697961123544232398e-01
-1.929999999999999858e-03 -2.166918475281418843e-01 -1.653861295503837314e-01
-1.928999999999999942e-03 -2.190390648389626549e-01 -1.728491773726044400e-01
-1.927999999999999809e-03 -2.217215989084720951e-01 -1.670822767827066235e-01
-1.926999999999999894e-03 -2.237334994606041960e-01 -1.684391945685649317e-01
-1.925999999999999978e-03 -2.203803318737173889e-01 -1.697961123544232398e-01
-1.924999999999999845e-03 -2.220569156671607924e-01 -1.711530301402815479e-01
-1.923999999999999929e-03 -2.213862821497834255e-01 -1.687784240150295156e-01
-1.923000000000000013e-03 -2.240688162192928656e-01 -1.680999651221003477e-01
-1.921999999999999880e-03 -2.227275491845381594e-01 -1.697961123544232398e-01
-1.920999999999999965e-03 -2.176977978042079487e-01 -1.664038178897774556e-01
-1.919999999999999832e-03 -2.237334994606041960e-01 -1.687784240150295156e-01
-1.918999999999999916e-03 -2.210509653910947558e-01 -1.653861295503837314e-01
-1.918000000000000000e-03 -2.230628659432268290e-01 -1.684391945685649317e-01
-1.916999999999999867e-03 -2.233981827019154986e-01 -1.687784240150295156e-01
-1.915999999999999951e-03 -2.200450151150286915e-01 -1.677607356756357637e-01
-1.914999999999999819e-03 -2.233981827019154986e-01 -1.664038178897774556e-01
-1.913999999999999903e-03 -2.207156486324060585e-01 -1.711530301402815479e-01
-1.912999999999999987e-03 -2.197096983563400219e-01 -1.674215062291712075e-01
-1.911999999999999854e-03 -2.227275491845381594e-01 -1.667430473362420396e-01
-1.910999999999999938e-03 -2.213862821497834255e-01 -1.694568829079586558e-01
-1.909999999999999806e-03 -2.176977978042079487e-01 -1.701353418008878238e-01
-1.908999999999999890e-03 -2.244041329779815630e-01 -1.704745712473523800e-01
-1.907999999999999974e-03 -2.237334994606041960e-01 -1.694568829079586558e-01
-1.906999999999999841e-03 -2.203803318737173889e-01 -1.684391945685649317e-01
-1.905999999999999925e-03 -2.203803318737173889e-01 -1.677607356756357637e-01
-1.905000000000000009e-03 -2.207156486324060585e-01 -1.687784240150295156e-01
-1.903999999999999877e-03 -2.928087517504724402e-01 -2.115213342695661802e-01
-1.902999999999999961e-03 -2.203803318737173889e-01 -1.694568829079586558e-01
-1.901999999999999828e-03 -2.213862821497834255e-01 -1.677607356756357637e-01
-1.900999999999999912e-03 -2.227275491845381594e-01 -1.697961123544232398e-01
-1.899999999999999996e-03 -2.190390648389626549e-01 -1.697961123544232398e-01
-1.898999999999999863e-03 -2.203803318737173889e-01 -1.691176534614940719e-01
-1.897999999999999948e-03 -2.244041329779815630e-01 -1.708138006938169640e-01
-1.896999999999999815e-03 -2.220569156671607924e-01 -1.670822767827066235e-01
-1.895999999999999899e-03 -2.207156486324060585e-01 -1.684391945685649317e-01
-1.894999999999999983e-03 -2.190390648389626549e-01 -1.738668657119981642e-01
-1.893999999999999850e-03 -2.227275491845381594e-01 -1.708138006938169640e-01
-1.892999999999999934e-03 -2.223922324258494621e-01 -1.680999651221003477e-01
-1.892000000000000019e-03 -2.223922324258494621e-01 -1.714922595867461319e-01
-1.890999999999999886e-03 -2.240688162192928656e-01 -1.714922595867461319e-01
-1.889999999999999970e-03 -2.200450151150286915e-01 -1.684391945685649317e-01
-1.888999999999999837e-03 -2.233981827019154986e-01 -1.711530301402815479e-01
-1.887999999999999921e-03 -2.230628659432268290e-01 -1.701353418008878238e-01
-1.887000000000000005e-03 -2.220569156671607924e-01 -1.664038178897774556e-01
-1.885999999999999873e-03 -2.277573005648683702e-01 -1.843829785524000453e-01
-1.884999999999999957e-03 -2.217215989084720951e-01 -1.684391945685649317e-01
-1.883999999999999824e-03 -2.223922324258494621e-01 -1.691176534614940719e-01
-1.882999999999999908e-03 -2.207156486324060585e-01 -1.684391945685649317e-01
-1.881999999999999992e-03 -2.220569156671607924e-01 -1.667430473362420396e-01
-1.880999999999999860e-03 -2.193743815976513523e-01 -1.701353418008878238e-01
-1.879999999999999944e-03 -2.220569156671607924e-01 -1.701353418008878238e-01
-1.878999999999999811e-03 -2.217215989084720951e-01 -1.711530301402815479e-01
-1.877999999999999895e-03 -2.237334994606041960e-01 -1.674215062291712075e-01
-1.876999999999999979e-03 -2.200450151150286915e-01 -1.701353418008878238e-01
-1.875999999999999846e-03 -2.227275491845381594e-01 -1.680999651221003477e-01
-1.874999999999999931e-03 -2.223922324258494621e-01 -1.677607356756357637e-01
-1.874000000000000015e-03 -2.227275491845381594e-01 -1.704745712473523800e-01
-1.872999999999999882e-03 -2.200450151150286915e-01 -1.701353418008878238e-01
-1.871999999999999966e-03 -2.244041329779815630e-01 -1.677607356756357637e-01
-1.870999999999999833e-03 -2.203803318737173889e-01 -1.684391945685649317e-01
-1.869999999999999917e-03 -2.146799469760098111e-01 -1.586015406210922185e-01
-1.869000000000000002e-03 -2.207156486324060585e-01 -1.687784240150295156e-01
-1.867999999999999869e-03 -2.240688162192928656e-01 -1.701353418008878238e-01
-1.866999999999999953e-03 -2.237334994606041960e-01 -1.735276362655335802e-01
-1.865999999999999820e-03 -2.210509653910947558e-01 -1.694568829079586558e-01
-1.864999999999999904e-03 -2.190390648389626549e-01 -1.701353418008878238e-01
-1.863999999999999988e-03 -2.197096983563400219e-01 -1.660645884433128994e-01
-1.862999999999999856e-03 -2.227275491845381594e-01 -1.674215062291712075e-01
-1.861999999999999940e-03 -2.180331145628966183e-01 -1.687784240150295156e-01
-1.861000000000000024e-03 -2.227275491845381594e-01 -1.725099479261398561e-01
-1.859999999999999891e-03 -2.227275491845381594e-01 -1.691176534614940719e-01
-1.858999999999999975e-03 -2.180331145628966183e-01 -1.684391945685649317e-01
-1.857999999999999843e-03 -2.233981827019154986e-01 -1.738668657119981642e-01
-1.856999999999999927e-03 -2.240688162192928656e-01 -1.680999651221003477e-01
-1.856000000000000011e-03 -2.230628659432268290e-01 -1.691176534614940719e-01
-1.854999999999999878e-03 -2.230628659432268290e-01 -1.714922595867461319e-01
-1.853999999999999962e-03 -2.210509653910947558e-01 -1.704745712473523800e-01
-1.852999999999999830e-03 -2.173624810455192513e-01 -1.680999651221003477e-01
-1.851999999999999914e-03 -2.220569156671607924e-01 -1.701353418008878238e-01
-1.850999999999999998e-03 -2.193743815976513523e-01 -1.697961123544232398e-01
-1.849999999999999865e-03 -2.170271642868305817e-01 -1.691176534614940719e-01
-1.848999999999999949e-03 -2.230628659432268290e-01 -1.701353418008878238e-01
-1.847999999999999816e-03 -2.220569156671607924e-01 -1.664038178897774556e-01
-1.846999999999999901e-03 -2.223922324258494621e-01 -1.680999651221003477e-01
-1.845999999999999985e-03 -2.190390648389626549e-01 -1.677607356756357637e-01
-1.844999999999999852e-03 -2.227275491845381594e-01 -1.701353418008878238e-01
-1.843999999999999936e-03 -2.203803318737173889e-01 -1.674215062291712075e-01
-1.843000000000000020e-03 -2.217215989084720951e-01 -1.725099479261398561e-01
-1.841999999999999887e-03 -2.210509653910947558e-01 -1.721707184796752721e-01
-1.840999999999999972e-03 -2.200450151150286915e-01 -1.674215062291712075e-01
-1.839999999999999839e-03 -2.267513502888023058e-01 -1.721707184796752721e-01
-1.838999999999999923e-03 -2.200450151150286915e-01 -1.714922595867461319e-01
-1.838000000000000007e-03 -2.207156486324060585e-01 -1.664038178897774556e-01
-1.836999999999999874e-03 -2.210509653910947558e-01 -1.687784240150295156e-01
-1.835999999999999958e-03 -2.173624810455192513e-01 -1.687784240150295156e-01
-1.834999999999999826e-03 -2.180331145628966183e-01 -1.664038178897774556e-01
-1.833999999999999910e-03 -2.210509653910947558e-01 -1.714922595867461319e-01
-1.832999999999999994e-03 -2.046204442153493896e-01 -2.257689710210784018e-01
-1.831999999999999861e-03 -2.250747664953589022e-01 -1.701353418008878238e-01
-1.830999999999999945e-03 -2.160212140107645451e-01 -1.667430473362420396e-01
-1.829999999999999813e-03 -2.176977978042079487e-01 -1.697961123544232398e-01
-1.828999999999999897e-03 -2.223922324258494621e-01 -1.687784240150295156e-01
-1.827999999999999981e-03 -2.230628659432268290e-01 -1.687784240150295156e-01
-1.826999999999999848e-03 -2.230628659432268290e-01 -1.701353418008878238e-01
-1.825999999999999932e-03 -2.233981827019154986e-01 -1.680999651221003477e-01
-1.825000000000000016e-03 -2.220569156671607924e-01 -1.684391945685649317e-01
-1.823999999999999884e-03 -2.203803318737173889e-01 -1.731884068190689963e-01
-1.822999999999999968e-03 -2.220569156671607924e-01 -1.697961123544232398e-01
-1.821999999999999835e-03 -2.197096983563400219e-01 -1.674215062291712075e-01
-1.820999999999999919e-03 -2.210509653910947558e-01 -1.714922595867461319e-01
-1.820000000000000003e-03 -2.183684313215852879e-01 -1.691176534614940719e-01
-1.818999999999999870e-03 -2.250747664953589022e-01 -1.701353418008878238e-01
-1.817999999999999955e-03 -2.250747664953589022e-01 -1.697961123544232398e-01
-1.816999999999999822e-03 -2.213862821497834255e-01 -1.694568829079586558e-01
-1.815999999999999906e-03 -2.203803318737173889e-01 -1.701353418008878238e-01
-1.814999999999999990e-03 -2.227275491845381594e-01 -1.691176534614940719e-01
-1.813999999999999857e-03 -2.311104681517551773e-01 -1.799729957483605369e-01
-1.812999999999999941e-03 -2.240688162192928656e-01 -1.660645884433128994e-01
-1.812000000000000026e-03 -2.240688162192928656e-01 -1.694568829079586558e-01
-1.810999999999999893e-03 -2.217215989084720951e-01 -1.680999651221003477e-01
-1.809999999999999977e-03 -2.237334994606041960e-01 -1.721707184796752721e-01
-1.808999999999999844e-03 -2.220569156671607924e-01 -1.708138006938169640e-01
-1.807999999999999928e-03 -2.207156486324060585e-01 -1.680999651221003477e-01
-1.807000000000000012e-03 -2.193743815976513523e-01 -1.653861295503837314e-01
-1.805999999999999880e-03 -2.223922324258494621e-01 -1.670822767827066235e-01
-1.804999999999999964e-03 -2.240688162192928656e-01 -1.718314890332106881e-01
-1.803999999999999831e-03 -2.227275491845381594e-01 -1.674215062291712075e-01
-1.802999999999999915e-03 -2.210509653910947558e-01 -1.674215062291712075e-01
-1.801999999999999999e-03 -2.217215989084720951e-01 -1.697961123544232398e-01
-1.800999999999999867e-03 -2.230628659432268290e-01 -1.684391945685649317e-01
-1.799999999999999951e-03 -2.233981827019154986e-01 -1.694568829079586558e-01
-1.798999999999999818e-03 -2.237334994606041960e-01 -1.714922595867461319e-01
-1.797999999999999902e-03 -2.223922324258494621e-01 -1.687784240150295156e-01
-1.796999999999999986e-03 -2.210509653910947558e-01 -1.701353418008878238e-01
-1.795999999999999854e-03 -2.210509653910947558e-01 -1.684391945685649317e-01
-1.794999999999999938e-03 -2.213862821497834255e-01 -1.704745712473523800e-01
-1.794000000000000022e-03 -2.203803318737173889e-01 -1.711530301402815479e-01
-1.792999999999999889e-03 -2.237334994606041960e-01 -1.697961123544232398e-01
-1.791999999999999973e-03 -2.233981827019154986e-01 -1.691176534614940719e-01
-1.790999999999999840e-03 -2.217215989084720951e-01 -1.691176534614940719e-01
-1.789999999999999925e-03 -2.227275491845381594e-01 -1.674215062291712075e-01
-1.789000000000000009e-03 -2.190390648389626549e-01 -1.687784240150295156e-01
-1.787999999999999876e-03 -2.187037480802739853e-01 -1.667430473362420396e-01
-1.786999999999999960e-03 -2.207156486324060585e-01 -1.680999651221003477e-01
-1.785999999999999827e-03 -2.210509653910947558e-01 -1.714922595867461319e-01
-1.784999999999999911e-03 -2.223922324258494621e-01 -1.674215062291712075e-01
-1.783999999999999996e-03 -2.264160335301136362e-01 -1.697961123544232398e-01
-1.782999999999999863e-03 -2.247394497366702326e-01 -1.697961123544232398e-01
-1.781999999999999947e-03 -2.223922324258494621e-01 -1.677607356756357637e-01
-1.780999999999999814e-03 -2.233981827019154986e-01 -1.697961123544232398e-01
-1.779999999999999898e-03 -2.183684313215852879e-01 -1.731884068190689963e-01
-1.778999999999999982e-03 -2.203803318737173889e-01 -1.664038178897774556e-01
-1.777999999999999850e-03 -2.207156486324060585e-01 -1.674215062291712075e-01
-1.776999999999999934e-03 -2.240688162192928656e-01 -1.718314890332106881e-01
-1.776000000000000018e-03 -2.213862821497834255e-01 -1.653861295503837314e-01
-1.774999999999999885e-03 -2.250747664953589022e-01 -1.721707184796752721e-01
-1.773999999999999969e-03 -2.143446302173211415e-01 -1.840437491059354613e-01
-1.772999999999999837e-03 -2.187037480802739853e-01 -1.674215062291712075e-01
-1.771999999999999921e-03 -2.193743815976513523e-01 -1.691176534614940719e-01
-1.771000000000000005e-03 -2.220569156671607924e-01 -1.687784240150295156e-01
-1.769999999999999872e-03 -2.244041329779815630e-01 -1.721707184796752721e-01
-1.768999999999999956e-03 -2.227275491845381594e-01 -1.697961123544232398e-01
-1.767999999999999823e-03 -2.217215989084720951e-01 -1.711530301402815479e-01
-1.766999999999999908e-03 -2.230628659432268290e-01 -1.742060951584627204e-01
-1.765999999999999992e-03 -2.213862821497834255e-01 -1.643684412109900073e-01
-1.764999999999999859e-03 -2.210509653910947558e-01 -1.704745712473523800e-01
-1.763999999999999943e-03 -2.203803318737173889e-01 -1.714922595867461319e-01
-1.763000000000000027e-03 -2.217215989084720951e-01 -1.664038178897774556e-01
-1.761999999999999894e-03 -2.203803318737173889e-01 -1.701353418008878238e-01
-1.760999999999999979e-03 -2.207156486324060585e-01 -1.704745712473523800e-01
-1.759999999999999846e-03 -2.207156486324060585e-01 -1.684391945685649317e-01
-1.758999999999999930e-03 -2.237334994606041960e-01 -1.684391945685649317e-01
-1.758000000000000014e-03 -2.210509653910947558e-01 -1.731884068190689963e-01
-1.756999999999999881e-03 -2.237334994606041960e-01 -1.708138006938169640e-01
-1.755999999999999965e-03 -2.233981827019154986e-01 -1.684391945685649317e-01
-1.754999999999999833e-03 -2.441878217406137086e-01 -1.043248291867599209e-01
-1.753999999999999917e-03 -2.227275491845381594e-01 -1.704745712473523800e-01
-1.753000000000000001e-03 -2.217215989084720951e-01 -1.704745712473523800e-01
-1.751999999999999868e-03 -2.076382950435474994e-01 -1.528346400311944020e-01
-1.750999999999999952e-03 -2.203803318737173889e-01 -1.674215062291712075e-01
-1.749999999999999820e-03 -2.190390648389626549e-01 -1.684391945685649317e-01
-1.748999999999999904e-03 -2.217215989084720951e-01 -1.677607356756357637e-01
-1.747999999999999988e-03 -2.230628659432268290e-01 -1.701353418008878238e-01
-1.746999999999999855e-03 -2.210509653910947558e-01 -1.701353418008878238e-01
-1.745999999999999939e-03 -2.223922324258494621e-01 -1.735276362655335802e-01
-1.745000000000000023e-03 -2.227275491845381594e-01 -1.762414718372501965e-01
-1.743999999999999891e-03 -2.244041329779815630e-01 -1.677607356756357637e-01
-1.742999999999999975e-03 -2.213862821497834255e-01 -1.691176534614940719e-01
-1.741999999999999842e-03 -2.176977978042079487e-01 -1.721707184796752721e-01
-1.740999999999999926e-03 -2.210509653910947558e-01 -1.691176534614940719e-01
-1.740000000000000010e-03 -2.227275491845381594e-01 -1.691176534614940719e-01
-1.738999999999999877e-03 -2.254100832540475996e-01 -1.718314890332106881e-01
-1.737999999999999962e-03 -2.197096983563400219e-01 -1.704745712473523800e-01
-1.736999999999999829e-03 -2.197096983563400219e-01 -1.650469001039191752e-01
-1.735999999999999913e-03 -2.217215989084720951e-01 -1.697961123544232398e-01
-1.734999999999999997e-03 -2.210509653910947558e-01 -1.687784240150295156e-01
-1.733999999999999864e-03 -2.217215989084720951e-01 -1.680999651221003477e-01
-1.732999999999999948e-03 -2.492175731209439193e-01 -9.923638748979127233e-02
-1.731999999999999816e-03 -2.247394497366702326e-01 -1.738668657119981642e-01
-1.730999999999999900e-03 -2.207156486324060585e-01 -1.711530301402815479e-01
-1.729999999999999984e-03 -2.324517351865098835e-01 -1.823476018736125692e-01
-1.728999999999999851e-03 -2.190390648389626549e-01 -1.714922595867461319e-01
-1.727999999999999935e-03 -2.260807167714249666e-01 -1.714922595867461319e-01
-1.727000000000000019e-03 -2.223922324258494621e-01 -1.718314890332106881e-01
-1.725999999999999887e-03 -2.213862821497834255e-01 -1.704745712473523800e-01
-1.724999999999999971e-03 -2.223922324258494621e-01 -1.704745712473523800e-01
-1.723999999999999838e-03 -2.217215989084720951e-01 -1.677607356756357637e-01
-1.722999999999999922e-03 -2.217215989084720951e-01 -1.725099479261398561e-01
-1.722000000000000006e-03 -2.203803318737173889e-01 -1.660645884433128994e-01
-1.720999999999999874e-03 -2.210509653910947558e-01 -1.684391945685649317e-01
-1.719999999999999958e-03 -2.183684313215852879e-01 -1.731884068190689963e-01
-1.718999999999999825e-03 -2.223922324258494621e-01 -1.691176534614940719e-01
-1.717999999999999909e-03 -2.203803318737173889e-01 -1.657253589968483154e-01
-1.716999999999999993e-03 -2.217215989084720951e-01 -1.711530301402815479e-01
-1.715999999999999861e-03 -2.230628659432268290e-01 -1.704745712473523800e-01
-1.714999999999999945e-03 -2.264160335301136362e-01 -1.697961123544232398e-01
-1.714000000000000029e-03 -2.197096983563400219e-01 -1.691176534614940719e-01
-1.712999999999999896e-03 -2.217215989084720951e-01 -1.701353418008878238e-01
-1.711999999999999980e-03 -2.230628659432268290e-01 -1.701353418008878238e-01
-1.710999999999999847e-03 -2.176977978042079487e-01 -1.694568829079586558e-01
-1.709999999999999932e-03 -2.207156486324060585e-01 -1.660645884433128994e-01
-1.709000000000000016e-03 -2.207156486324060585e-01 -1.701353418008878238e-01
-1.707999999999999883e-03 -2.176977978042079487e-01 -1.714922595867461319e-01
-1.706999999999999967e-03 -2.223922324258494621e-01 -1.701353418008878238e-01
-1.705999999999999834e-03 -2.200450151150286915e-01 -1.670822767827066235e-01
-1.704999999999999918e-03 -2.213862821497834255e-01 -1.708138006938169640e-01
-1.704000000000000003e-03 -2.210509653910947558e-01 -1.708138006938169640e-01
-1.702999999999999870e-03 -2.200450151150286915e-01 -1.667430473362420396e-01
-1.701999999999999954e-03 -2.210509653910947558e-01 -1.640292117645254233e-01
-1.700999999999999821e-03 -2.187037480802739853e-01 -1.714922595867461319e-01
-1.699999999999999905e-03 -2.227275491845381594e-01 -1.708138006938169640e-01
-1.698999999999999989e-03 -2.166918475281418843e-01 -1.647076706574545912e-01
-1.697999999999999857e-03 -2.210509653910947558e-01 -1.714922595867461319e-01
-1.696999999999999941e-03 -2.193743815976513523e-01 -1.701353418008878238e-01
-1.696000000000000025e-03 -2.230628659432268290e-01 -1.687784240150295156e-01
-1.694999999999999892e-03 -2.197096983563400219e-01 -1.694568829079586558e-01
-1.693999999999999976e-03 -2.200450151150286915e-01 -1.697961123544232398e-01
-1.692999999999999844e-03 -2.230628659432268290e-01 -1.650469001039191752e-01
-1.691999999999999928e-03 -2.244041329779815630e-01 -1.694568829079586558e-01
-1.691000000000000012e-03 -2.244041329779815630e-01 -1.725099479261398561e-01
-1.689999999999999879e-03 -2.237334994606041960e-01 -1.704745712473523800e-01
-1.688999999999999963e-03 -2.210509653910947558e-01 -1.670822767827066235e-01
-1.687999999999999830e-03 -2.223922324258494621e-01 -1.697961123544232398e-01
-1.686999999999999915e-03 -2.166918475281418843e-01 -1.680999651221003477e-01
-1.685999999999999999e-03 -2.230628659432268290e-01 -1.701353418008878238e-01
-1.684999999999999866e-03 -2.361402195320853881e-01 -1.714922595867461319e-01
-1.683999999999999950e-03 -2.240688162192928656e-01 -1.731884068190689963e-01
-1.682999999999999817e-03 -2.230628659432268290e-01 -1.680999651221003477e-01
-1.681999999999999901e-03 -2.240688162192928656e-01 -1.680999651221003477e-01
-1.680999999999999986e-03 -2.233981827019154986e-01 -1.694568829079586558e-01
-1.679999999999999853e-03 -2.223922324258494621e-01 -1.701353418008878238e-01
-1.678999999999999937e-03 -2.270866670474910032e-01 -1.714922595867461319e-01
-1.678000000000000021e-03 -2.227275491845381594e-01 -1.742060951584627204e-01
-1.676999999999999888e-03 -2.227275491845381594e-01 -1.657253589968483154e-01
-1.675999999999999972e-03 -2.190390648389626549e-01 -1.643684412109900073e-01
-1.674999999999999840e-03 -2.223922324258494621e-01 -1.725099479261398561e-01
-1.673999999999999924e-03 -2.233981827019154986e-01 -1.704745712473523800e-01
-1.673000000000000008e-03 -2.227275491845381594e-01 -1.687784240150295156e-01
-1.671999999999999875e-03 -2.207156486324060585e-01 -1.708138006938169640e-01
-1.670999999999999959e-03 -2.254100832540475996e-01 -1.711530301402815479e-01
-1.669999999999999827e-03 -2.227275491845381594e-01 -1.680999651221003477e-01
-1.668999999999999911e-03 -2.193743815976513523e-01 -1.704745712473523800e-01
-1.667999999999999995e-03 -2.183684313215852879e-01 -1.694568829079586558e-01
-1.666999999999999862e-03 -2.217215989084720951e-01 -1.684391945685649317e-01
-1.665999999999999946e-03 -2.217215989084720951e-01 -1.714922595867461319e-01
-1.665000000000000030e-03 -2.207156486324060585e-01 -1.704745712473523800e-01
-1.663999999999999898e-03 -2.244041329779815630e-01 -1.708138006938169640e-01
-1.662999999999999982e-03 -2.217215989084720951e-01 -1.596192289604859427e-01
-1.661999999999999849e-03 -2.240688162192928656e-01 -1.694568829079586558e-01
-1.660999999999999933e-03 -2.227275491845381594e-01 -1.701353418008878238e-01
-1.660000000000000017e-03 -2.220569156671607924e-01 -1.680999651221003477e-01
-1.658999999999999884e-03 -2.200450151150286915e-01 -1.697961123544232398e-01
-1.657999999999999969e-03 -2.213862821497834255e-01 -1.684391945685649317e-01
-1.656999999999999836e-03 -2.230628659432268290e-01 -1.684391945685649317e-01
-1.655999999999999920e-03 -2.190390648389626549e-01 -1.708138006938169640e-01
-1.655000000000000004e-03 -2.237334994606041960e-01 -1.697961123544232398e-01
-1.653999999999999871e-03 -2.227275491845381594e-01 -1.630115234251316991e-01
-1.652999999999999955e-03 -2.200450151150286915e-01 -1.704745712473523800e-01
-1.651999999999999823e-03 -2.240688162192928656e-01 -1.714922595867461319e-01
-1.650999999999999907e-03 -2.240688162192928656e-01 -1.670822767827066235e-01
-1.649999999999999991e-03 -2.230628659432268290e-01 -1.691176534614940719e-01
-1.648999999999999858e-03 -2.200450151150286915e-01 -1.735276362655335802e-01
-1.647999999999999942e-03 -2.190390648389626549e-01 -1.667430473362420396e-01
-1.647000000000000026e-03 -2.223922324258494621e-01 -1.704745712473523800e-01
-1.645999999999999894e-03 -2.220569156671607924e-01 -1.694568829079586558e-01
-1.644999999999999978e-03 -2.227275491845381594e-01 -1.680999651221003477e-01
-1.643999999999999845e-03 -2.240688162192928656e-01 -1.684391945685649317e-01
-1.642999999999999929e-03 -2.230628659432268290e-01 -1.735276362655335802e-01
-1.642000000000000013e-03 -2.217215989084720951e-01 -1.701353418008878238e-01
-1.640999999999999881e-03 -2.190390648389626549e-01 -1.677607356756357637e-01
-1.639999999999999965e-03 -2.217215989084720951e-01 -1.704745712473523800e-01
-1.638999999999999832e-03 -2.233981827019154986e-01 -1.687784240150295156e-01
-1.637999999999999916e-03 -2.240688162192928656e-01 -1.714922595867461319e-01
-1.637000000000000000e-03 -2.435171882232363694e-01 -1.328201026897843640e-01
-1.635999999999999868e-03 -2.230628659432268290e-01 -1.725099479261398561e-01
-1.634999999999999952e-03 -2.220569156671607924e-01 -1.680999651221003477e-01
-1.633999999999999819e-03 -2.143446302173211415e-01 -1.613153761928088070e-01
-1.632999999999999903e-03 -2.240688162192928656e-01 -1.725099479261398561e-01
-1.631999999999999987e-03 -2.230628659432268290e-01 -1.691176534614940719e-01
-1.630999999999999854e-03 -2.217215989084720951e-01 -1.687784240150295156e-01
-1.629999999999999939e-03 -2.207156486324060585e-01 -1.694568829079586558e-01
-1.629000000000000023e-03 -2.207156486324060585e-01 -1.687784240150295156e-01
-1.627999999999999890e-03 -2.210509653910947558e-01 -1.650469001039191752e-01
-1.626999999999999974e-03 -2.227275491845381594e-01 -1.708138006938169640e-01
-1.625999999999999841e-03 -2.217215989084720951e-01 -1.728491773726044400e-01
-1.624999999999999925e-03 -2.220569156671607924e-01 -1.653861295503837314e-01
-1.624000000000000010e-03 -2.250747664953589022e-01 -1.684391945685649317e-01
-1.622999999999999877e-03 -2.187037480802739853e-01 -1.714922595867461319e-01
-1.621999999999999961e-03 -2.217215989084720951e-01 -1.670822767827066235e-01
-1.620999999999999828e-03 -2.200450151150286915e-01 -1.711530301402815479e-01
-1.619999999999999912e-03 -2.227275491845381594e-01 -1.714922595867461319e-01
-1.618999999999999996e-03 -2.210509653910947558e-01 -1.664038178897774556e-01
-1.617999999999999864e-03 -2.183684313215852879e-01 -1.694568829079586558e-01
-1.616999999999999948e-03 -2.213862821497834255e-01 -1.728491773726044400e-01
-1.616000000000000032e-03 -2.213862821497834255e-01 -1.664038178897774556e-01
-1.614999999999999899e-03 -2.223922324258494621e-01 -1.664038178897774556e-01
-1.613999999999999983e-03 -2.210509653910947558e-01 -1.687784240150295156e-01
-1.612999999999999851e-03 -2.207156486324060585e-01 -1.708138006938169640e-01
-1.611999999999999935e-03 -2.230628659432268290e-01 -1.708138006938169640e-01
-1.611000000000000019e-03 -2.394933871189721952e-01 -9.720101081100382401e-02
-1.609999999999999886e-03 -2.203803318737173889e-01 -1.711530301402815479e-01
-1.608999999999999970e-03 -2.220569156671607924e-01 -1.704745712473523800e-01
-1.607999999999999837e-03 -2.207156486324060585e-01 -1.660645884433128994e-01
-1.606999999999999922e-03 -2.210509653910947558e-01 -1.708138006938169640e-01
-1.606000000000000006e-03 -2.217215989084720951e-01 -1.687784240150295156e-01
-1.604999999999999873e-03 -2.213862821497834255e-01 -1.701353418008878238e-01
-1.603999999999999957e-03 -2.230628659432268290e-01 -1.691176534614940719e-01
-1.602999999999999824e-03 -2.203803318737173889e-01 -1.687784240150295156e-01
-1.601999999999999908e-03 -2.217215989084720951e-01 -1.653861295503837314e-01
-1.600999999999999993e-03 -2.207156486324060585e-01 -1.728491773726044400e-01
-1.599999999999999860e-03 -2.213862821497834255e-01 -1.759022423907856125e-01
-1.598999999999999944e-03 -2.247394497366702326e-01 -1.697961123544232398e-01
-1.598000000000000028e-03 -2.203803318737173889e-01 -1.711530301402815479e-01
-1.596999999999999895e-03 -2.193743815976513523e-01 -1.731884068190689963e-01
-1.595999999999999979e-03 -2.220569156671607924e-01 -1.674215062291712075e-01
-1.594999999999999847e-03 -2.203803318737173889e-01 -1.667430473362420396e-01
-1.593999999999999931e-03 -2.200450151150286915e-01 -1.708138006938169640e-01
-1.593000000000000015e-03 -2.227275491845381594e-01 -1.694568829079586558e-01
-1.591999999999999882e-03 -2.227275491845381594e-01 -1.714922595867461319e-01
-1.590999999999999966e-03 -2.217215989084720951e-01 -1.704745712473523800e-01
-1.589999999999999834e-03 -2.197096983563400219e-01 -1.670822767827066235e-01
-1.588999999999999918e-03 -2.207156486324060585e-01 -1.704745712473523800e-01
-1.588000000000000002e-03 -2.197096983563400219e-01 -1.694568829079586558e-01
-1.586999999999999869e-03 -2.217215989084720951e-01 -1.701353418008878238e-01
-1.585999999999999953e-03 -2.197096983563400219e-01 -1.677607356756357637e-01
-1.584999999999999820e-03 -2.213862821497834255e-01 -1.691176534614940719e-01
-1.583999999999999905e-03 -2.244041329779815630e-01 -1.701353418008878238e-01
