# Acquisizione Analog Discovery 2
# Timestamp 2025-11-13 22:44:11
# time	ch1	ch2
-5.120000000000000245e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.109999999999999959e-02	1.727728847242648857e-03	-2.984270085447556564e+00
-5.100000000000000366e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.090000000000000080e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.080000000000000487e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.070000000000000201e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.059999999999999915e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.050000000000000322e-02	1.727728847242648857e-03	-2.984270085447556564e+00
-5.040000000000000036e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.030000000000000443e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.020000000000000157e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.010000000000000564e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-5.000000000000000278e-02	-1.954937518290360190e-03	-2.987998786911753246e+00
-4.989999999999999991e-02	1.727728847242648857e-03	-2.987998786911753246e+00
-4.980000000000000399e-02	-1.954937518290360190e-03	-2.987998786911753246e+00
-4.970000000000000112e-02	-1.954937518290360190e-03	-2.987998786911753246e+00
-4.960000000000000520e-02	-5.637603883823369237e-03	-2.987998786911753246e+00
-4.950000000000000233e-02	-9.320270249356377851e-03	-2.987998786911753246e+00
-4.939999999999999947e-02	-1.300293661488938733e-02	-2.987998786911753246e+00
-4.930000000000000354e-02	-1.300293661488938733e-02	-2.987998786911753246e+00
-4.920000000000000068e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.910000000000000475e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.900000000000000189e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.889999999999999902e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.880000000000000310e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.870000000000000023e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.860000000000000431e-02	-1.668560298042239681e-02	-2.987998786911753246e+00
-4.850000000000000144e-02	-2.036826934595540456e-02	-2.987998786911753246e+00
-4.840000000000000552e-02	-2.036826934595540456e-02	-2.987998786911753246e+00
-4.830000000000000265e-02	-2.036826934595540456e-02	-2.987998786911753246e+00
-4.819999999999999979e-02	-2.405093571148841577e-02	-2.987998786911753246e+00
-4.810000000000000386e-02	-2.405093571148841577e-02	-2.987998786911753246e+00
-4.800000000000000100e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.790000000000000507e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.780000000000000221e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.769999999999999934e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.760000000000000342e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.750000000000000056e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.740000000000000463e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.730000000000000177e-02	-2.773360207702142352e-02	-2.987998786911753246e+00
-4.719999999999999890e-02	-3.141626844255443474e-02	-2.987998786911753246e+00
-4.710000000000000298e-02	-3.141626844255443474e-02	-2.987998786911753246e+00
-4.700000000000000011e-02	-3.141626844255443474e-02	-2.987998786911753246e+00
-4.690000000000000419e-02	-3.141626844255443474e-02	-2.987998786911753246e+00
-4.680000000000000132e-02	-3.141626844255443474e-02	-2.987998786911753246e+00
