# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
8.124930210614047246e+04,9.595053478158177995e+00,2.011496592057447630e-01,1.536078704321748978e+00,3.117700928396710536e-02
8.200260619934130227e+04,9.444662149896768000e+00,2.966138809090875794e-01,1.553651080625982006e+00,2.491100732238677937e-02
8.276289456246352347e+04,9.097146207868895829e+00,1.847139626761310494e-01,1.554248598615178834e+00,1.961161520268117631e-02
8.353023195026769827e+04,9.006143411708778856e+00,3.102191086693203981e-01,1.525615897802795384e+00,3.424463829227707146e-02
8.430468371788966761e+04,8.903424522840586164e+00,2.198114672494063948e-01,1.528397154274454550e+00,3.323129207489419756e-02
8.508631582640581473e+04,8.721460245072435669e+00,1.488515667022598243e-01,1.525352171376563426e+00,1.883889786699188482e-02
8.587519484845179250e+04,8.379526293468112286e+00,3.311072746388722399e-01,1.520988517872135848e+00,2.792541610454294873e-02
8.667138797389224055e+04,8.195910232849424659e+00,2.266100647299650606e-01,1.499257966949114174e+00,3.659964858710937352e-02
8.747496301554415550e+04,8.266909750292832371e+00,3.552869741447134411e-01,1.507684819111436703e+00,2.257284628767613002e-02
8.828598841495149827e+04,7.987300761566658025e+00,1.958664885400042133e-01,1.503610282961274081e+00,2.480606389145074628e-02
8.910453324821521528e+04,7.893827150052504571e+00,2.537444625437640378e-01,1.502307563836551285e+00,3.188480266557214976e-02
8.993066723187614116e+04,7.736075675178741839e+00,2.122955075678245873e-01,1.503045665585531321e+00,2.593276286301390496e-02
9.076446072885356261e+04,7.584855082356402711e+00,3.144808728521438224e-01,1.495258434002015635e+00,2.146761302503182034e-02
9.160598475443710049e+04,7.263448426024837090e+00,1.548241597074091480e-01,1.473326040020142447e+00,3.982701592965733756e-02
9.245531098233579542e+04,7.227582884910376038e+00,2.247612446903959615e-01,1.474215417972431608e+00,4.012057044768068542e-02
9.331251175078240340e+04,7.109499818174514374e+00,2.538723176391769476e-01,1.503272857027325271e+00,3.983889505604376602e-02
9.417766006869518606e+04,7.015711817477061629e+00,2.959408781063018190e-01,1.483562908340197550e+00,2.504746593703469429e-02
9.505082962189511454e+04,6.810175076277401374e+00,2.616842163504088936e-01,1.484393907402089763e+00,3.926453295156868278e-02
9.593209477938231430e+04,6.646538316688977766e+00,2.514973530463954221e-01,1.447823572898647715e+00,3.152718590331400617e-02
9.682153059967076115e+04,6.447741859079920701e+00,2.792884787915833611e-01,1.475546206966661611e+00,3.634877632580454931e-02
9.771921283717996266e+04,6.445953922677125192e+00,1.938849763755932654e-01,1.465439695955941035e+00,2.748847224213888524e-02
9.862521794868784491e+04,6.338197019302764801e+00,2.717881679690362096e-01,1.441080605150511840e+00,2.492990898899604887e-02
9.953962309984244348e+04,6.347322304918273872e+00,1.007294088801539006e-01,1.453094489126191657e+00,3.545303403129808351e-02
1.004625061717340286e+05,6.218294417975576138e+00,2.200472182965215739e-01,1.459241774460955821e+00,2.837858941406594740e-02
1.013939457675291778e+05,6.079553710109522058e+00,2.170348135623691999e-01,1.448135695726380456e+00,2.620384486968941815e-02
1.023340212191642349e+05,5.976186522127012068e+00,1.441105344610697503e-01,1.446542988793911633e+00,2.817966665686400668e-02
1.032828125941027392e+05,5.771814005918914248e+00,2.693131742943228879e-01,1.453139438827776075e+00,4.517079874818331897e-02
1.042404007021555735e+05,5.838176885817082606e+00,1.389433670837794399e-01,1.434430887515463215e+00,2.568543063144514832e-02
1.052068671023622883e+05,5.673992157732978825e+00,1.764778783504843962e-01,1.427292594811746529e+00,2.785841752506747551e-02
1.061822941099384625e+05,5.598474280613885412e+00,1.963038762942170001e-01,1.432376918299319346e+00,4.726057737095917810e-02
1.071667648032864381e+05,5.441992297913058607e+00,2.018815800073076039e-01,1.432129627214148826e+00,3.491062552383514955e-02
1.081603630310709414e+05,5.405057781973081177e+00,1.548285199990457883e-01,1.431798246768137384e+00,3.930956673404661234e-02
1.091631734193614684e+05,5.413718646591684447e+00,2.088204809778538285e-01,1.409533687628633292e+00,3.370898860199358221e-02
1.101752813788387430e+05,5.235520863289955251e+00,2.324112923632555283e-01,1.417010824070186858e+00,4.815466508344079521e-02
1.111967731120697863e+05,5.029573751263855641e+00,2.146632691548789329e-01,1.439613557049933767e+00,3.099653857255273842e-02
1.122277356208507117e+05,5.152387502231521310e+00,1.472614146634177168e-01,1.428004008460458385e+00,4.259594587889353051e-02
1.132682567136153812e+05,5.046310933395843357e+00,1.982077052706748554e-01,1.406433504706513293e+00,3.149314524284532735e-02
1.143184250129150314e+05,4.940192004766627676e+00,1.655385947258363188e-01,1.416119449835991251e+00,2.954136629549271656e-02
1.153783299629662069e+05,4.850655633081986551e+00,2.200660506128006566e-01,1.403969497700125135e+00,4.069948588937080669e-02
1.164480618372685421e+05,4.826658809445424581e+00,1.049838740248197205e-01,1.410184764254028167e+00,2.807327953746393406e-02
1.175277117462945171e+05,4.811116371867635522e+00,1.552487908033173269e-01,1.406201668733509047e+00,4.553115572010669326e-02
1.186173716452479130e+05,4.550146313624094496e+00,3.369205658892246991e-01,1.410020615311321723e+00,2.899749520486850224e-02
1.197171343418965698e+05,4.553753744539394077e+00,1.635688612160971500e-01,1.377020660569426624e+00,4.813910936756331943e-02
1.208270935044775979e+05,4.528162730276872772e+00,1.782658587283544316e-01,1.403171788748958315e+00,4.749996916480041936e-02
1.219473436696738354e+05,4.355241428046111807e+00,1.856541768774672696e-01,1.377880237684251385e+00,4.402789328662723434e-02
1.230779802506665874e+05,4.441272076367517307e+00,1.834852375082106912e-01,1.391006820293942736e+00,3.735859347409962311e-02
1.242190995452618663e+05,4.366606711960563381e+00,2.512296713291214401e-01,1.354920843616165271e+00,5.610507923574141464e-02
1.253707987440919678e+05,4.355962050362306215e+00,1.870100160789709143e-01,1.328229624795062014e+00,2.358914063492376437e-02
1.265331759388942883e+05,4.236880861909463114e+00,1.451888987937362263e-01,1.375181217993046268e+00,5.475457843981124811e-02
1.277063301308644732e+05,4.247245125992337833e+00,2.095094180753649393e-01,1.375799511355827898e+00,3.564189565314843100e-02
1.288903612390891503e+05,4.087903269910722948e+00,2.486252913122084796e-01,1.339530065420882377e+00,3.591513708203565580e-02
1.300853701090570539e+05,4.205588555346491120e+00,1.879654943781122467e-01,1.360380749555666124e+00,4.345885223738858716e-02
1.312914585212465317e+05,4.035170704492861304e+00,1.571003922359155147e-01,1.357054175901779791e+00,4.775408386359513563e-02
1.325087291997953726e+05,3.917259076212434188e+00,2.609349786330709686e-01,1.353887039992010433e+00,6.592006267974240274e-02
1.337372858212497667e+05,3.921238961652409039e+00,1.374722768007442808e-01,1.345902675582055341e+00,4.234807432828834733e-02
1.349772330233941902e+05,3.924114273464333280e+00,2.455675003993830763e-01,1.359755308234031235e+00,3.235956488286617638e-02
1.362286764141646854e+05,3.786803256164496645e+00,1.975476703678319124e-01,1.320250296577267335e+00,6.209305776127310023e-02
1.374917225806420320e+05,3.646116032488288194e+00,2.188066070448747846e-01,1.350219887699940058e+00,4.198896132794065900e-02
1.387664790981307160e+05,3.655180054052340921e+00,2.332155046520539565e-01,1.366100602422317012e+00,6.374486434447580729e-02
1.400530545393219800e+05,3.717595468262764768e+00,1.676698175871245144e-01,1.385177905277349186e+00,4.940751979952889145e-02
1.413515584835395566e+05,3.670289148294060944e+00,2.872976606252952703e-01,1.330416592879979820e+00,4.796491722057057150e-02
1.426621015260735294e+05,3.589502020564447005e+00,2.878337674613702935e-01,1.342873368143219892e+00,8.472356809757387863e-02
1.439847952876006602e+05,3.646838462712406859e+00,1.172620692098933770e-01,1.361784796349499560e+00,9.379884651922289207e-02
1.453197524236895260e+05,3.584297206216580545e+00,2.400295251942729524e-01,1.298615648719404270e+00,7.054745278715579548e-02
1.466670866343968664e+05,3.544333913099017686e+00,3.475958522366697223e-01,1.332233530740819960e+00,8.827431384153014426e-02
1.480269126739510102e+05,3.414010607088663996e+00,1.827176849596660324e-01,1.318168797256004110e+00,8.816313102638421995e-02
1.493993463605256111e+05,3.393081127836198085e+00,1.559827070829195028e-01,1.277743582267775846e+00,7.603516139571583898e-02
1.507845045861051185e+05,3.433420833947457673e+00,2.360628059844243343e-01,1.315756791026618799e+00,8.831228213649949810e-02
1.521825053264386952e+05,3.407685589945914639e+00,2.474094973806023612e-01,1.312963200138112851e+00,6.779200234748902765e-02
1.535934676510895370e+05,3.242702979213330394e+00,2.140096555932855527e-01,1.297110307932754392e+00,8.054855345616258877e-02
1.550175117335768882e+05,3.322260429629206868e+00,2.997159886039589827e-01,1.306222665837792674e+00,6.162333159417150708e-02
1.564547588616095891e+05,3.132470026294579490e+00,1.304514184568884849e-01,1.282749600838213988e+00,4.498951426671202181e-02
1.579053314474175859e+05,3.272687981992207007e+00,1.742252356601077246e-01,1.301137190549489731e+00,8.527778896404353270e-02
1.593693530381776218e+05,3.221523775164362835e+00,2.794717696174280341e-01,1.273942930785147087e+00,8.933891308111199803e-02
1.608469483265355229e+05,3.068144116000855348e+00,1.456263535535511355e-01,1.320780317552597838e+00,9.526576942732688236e-02
1.623382431612278160e+05,3.029810412836266842e+00,2.677536332184429213e-01,1.273505133123633781e+00,9.527561038053272702e-02
1.638433645577984862e+05,2.936575759008136721e+00,2.748528551748716242e-01,1.334559219113457429e+00,7.816967362040874723e-02
1.653624407094178896e+05,2.990337697992115018e+00,1.613409089732587010e-01,1.282006240735660274e+00,7.432088046328233499e-02
1.668956009978023067e+05,2.886886021034622551e+00,2.780203027462633258e-01,1.310923765860992685e+00,6.381234919471776013e-02
1.684429760042315174e+05,3.023292404176244119e+00,8.024093069611948348e-02,1.309942901355398259e+00,6.140477607356285145e-02
1.700046975206718198e+05,2.701780080445662868e+00,3.630959033712863326e-01,1.260219129611172217e+00,1.174185220987650213e-01
1.715808985610006494e+05,2.772577592112752232e+00,1.652338326900855414e-01,1.237330522729104265e+00,7.194387672552526869e-02
1.731717133723352745e+05,2.798925873884769988e+00,1.873670557712996398e-01,1.272133287238007338e+00,8.266450500321076422e-02
1.747772774464680697e+05,2.870215822278222362e+00,1.978745077772327277e-01,1.273565625607508078e+00,1.092896919412868345e-01
1.763977275314045255e+05,2.632804412328273891e+00,3.165452257567822336e-01,1.290649508236286325e+00,1.421166607961030226e-01
1.780332016430112126e+05,2.684494666219535031e+00,3.194929999756322969e-01,1.243535230755845600e+00,1.185328850549756258e-01
1.796838390767719247e+05,2.782804071538811819e+00,2.137962519242370685e-01,1.238637404915126083e+00,1.093941641160322970e-01
1.813497804196495272e+05,2.719299175952381020e+00,1.890302493936248940e-01,1.253137107629730629e+00,6.520689174062964388e-02
1.830311675620613096e+05,2.459126577678658609e+00,2.367728311019781928e-01,1.204789526660742238e+00,9.468253176526547632e-02
1.847281437099635950e+05,2.717217376735214351e+00,2.120286005527957096e-01,1.268271877336981435e+00,1.206605352880009835e-01
1.864408533970485150e+05,2.525066689871316328e+00,3.316108443321880705e-01,1.261334700757885230e+00,1.366239820664776061e-01
1.881694424970555701e+05,2.664220650941022672e+00,2.097829691007873087e-01,1.211377370048371649e+00,6.594921871897299614e-02
1.899140582361935521e+05,2.564881897493160423e+00,2.378142620554737352e-01,1.234757530848250129e+00,1.317160730217034614e-01
1.916748492056812975e+05,2.564348466030195173e+00,2.207893117683630280e-01,1.219283513018898368e+00,6.926334441004709797e-02
1.934519653744044190e+05,2.519912336883626036e+00,2.294737426211801434e-01,1.209885640831907194e+00,9.153059215459399822e-02
1.952455581016860961e+05,2.326834934578315028e+00,2.672134648733783258e-01,1.199703220498209877e+00,9.380071773106296584e-02
1.970557801501800423e+05,2.405007431649170968e+00,2.826102408784593734e-01,1.281081384119073796e+00,1.236386600236746014e-01
1.988827856988811691e+05,2.407048353134387586e+00,3.480001602191218901e-01,1.219417122027742550e+00,1.403259215123378589e-01
2.007267303562568268e+05,2.328973015057799412e+00,2.661698465343430020e-01,1.229552609576134881e+00,9.563899460522969076e-02
2.025877711735017074e+05,2.333267298414155366e+00,3.516739833238857194e-01,1.197303442522779093e+00,1.146808226229398264e-01
2.044660666579117824e+05,2.256724906465434444e+00,2.749038893478253920e-01,1.164443052526870526e+00,1.623637590357064064e-01
2.063617767863856570e+05,2.428980556913813871e+00,1.813086472350715350e-01,1.181906497249311183e+00,1.506133672263756940e-01
2.082750630190514203e+05,2.290941539373985147e+00,2.771974200875774175e-01,1.203703311228437656e+00,1.351048771783211755e-01
2.102060883130158472e+05,2.343822678756022349e+00,3.828935081398818219e-01,1.149394645685961391e+00,1.417844425752719240e-01
2.121550171362452384e+05,2.143720683773383762e+00,2.102307145789998888e-01,1.202904408129517488e+00,8.210994882144480311e-02
2.141220154815731512e+05,2.117773234417732908e+00,1.985582634286397752e-01,1.117401781227787216e+00,1.111483910959970983e-01
2.161072508808376442e+05,2.101237331072955072e+00,1.581797729884380221e-01,1.206706857139117073e+00,9.982625691448644700e-02
2.181108924191519909e+05,2.140290678118575762e+00,3.753912916932197752e-01,1.175908665574173728e+00,1.017024379009388024e-01
2.201331107493032468e+05,2.197729412890867984e+00,2.373107065300675556e-01,1.216633330784467892e+00,2.024989749982717413e-01
2.221740781062882452e+05,2.103414659419215571e+00,2.684684453927428938e-01,1.179053441548681969e+00,1.370773559702757050e-01
2.242339683219845174e+05,1.963873317787948380e+00,4.143014011157206689e-01,1.128969000311529358e+00,1.273456400608547479e-01
2.263129568399529671e+05,2.098419655541031936e+00,2.233942667334382071e-01,1.129784418256152279e+00,1.613730204842765970e-01
2.284112207303821051e+05,2.079135686135357375e+00,2.630584084907042208e-01,1.170434320118235005e+00,1.257003727069948562e-01
2.305289387051706144e+05,2.045005678677404681e+00,2.930920070670797184e-01,1.182742515135890127e+00,1.542004106443475020e-01
2.326662911331458017e+05,2.049429323847708595e+00,3.565693161329059335e-01,1.177762573819372438e+00,1.784282496889107450e-01
2.348234600554276258e+05,2.109632330813747014e+00,2.498068371916732644e-01,1.118312940505898911e+00,1.744799042091385310e-01
2.370006292009330355e+05,2.142628266711672502e+00,3.027083465202640156e-01,1.091136449921129570e+00,1.925149599456845440e-01
2.391979840020237316e+05,1.959919620173428356e+00,2.804494229621623536e-01,1.114070957500291614e+00,1.032101850536309845e-01
2.414157116103017761e+05,1.868188279411575836e+00,3.563423024369682945e-01,1.160807798448969530e+00,1.437050954055023588e-01
2.436540009125466167e+05,1.828352545616997116e+00,2.068596223329203510e-01,1.037207926620685949e+00,1.096977069011629558e-01
2.459130425468041503e+05,1.795508197485343516e+00,2.761127968766661223e-01,1.193561036860792512e+00,1.749284681579021672e-01
2.481930289186252630e+05,1.894483110853578456e+00,2.577023982788487211e-01,1.097598630336828807e+00,1.676886054538457294e-01
2.504941542174502392e+05,1.834157187889311924e+00,2.302723007404009481e-01,1.072729205158447163e+00,9.928746986248233874e-02
2.528166144331500400e+05,1.761746537697243653e+00,2.359578869384504340e-01,1.030364801508568018e+00,1.511583834352950573e-01
2.551606073727186304e+05,1.672800333752052948e+00,2.021503328836046498e-01,1.147505596954014440e+00,1.827334241564327055e-01
2.575263326771198772e+05,1.744403803582185164e+00,2.372800813943629628e-01,1.090355576326635489e+00,1.711406564465273450e-01
2.599139918382932956e+05,1.949030744483024380e+00,3.348769351698343555e-01,1.088375064454939478e+00,1.614296857747591907e-01
2.623237882163123577e+05,2.011436029636006761e+00,2.324053684605365544e-01,1.004509552954676810e+00,1.816666189307452606e-01
2.647559270567063941e+05,1.791721404776120963e+00,1.756277192587119007e-01,9.982446496365515731e-01,9.721732446637466885e-02
2.672106155079432647e+05,1.781501315521423434e+00,4.053914295779159072e-01,1.061348786874471983e+00,1.336018053234204195e-01
2.696880626390692778e+05,1.549294474087668405e+00,1.949105532388177298e-01,1.143759022019764204e+00,1.828134709792617052e-01
2.721884794575179694e+05,1.855370418479168393e+00,3.917790477109988623e-01,1.089359413948649102e+00,1.752795408451262582e-01
2.747120789270814275e+05,1.807054153132856111e+00,3.333111796227716250e-01,1.022500603281836895e+00,1.310042844658262373e-01
2.772590759860480903e+05,1.454584583810260678e+00,2.770118523277629308e-01,1.156449667229539457e+00,2.460006184898416715e-01
2.798296875655115582e+05,1.545788775401015114e+00,3.043454822532655757e-01,9.786841624678223051e-01,1.976024390738796987e-01
2.824241326078435523e+05,1.606827126051334931e+00,2.685250199625146550e-01,1.020630826179234729e+00,2.002470871093655624e-01
2.850426320853431826e+05,1.574518773538108984e+00,2.246460833419800518e-01,9.831296814896012259e-01,1.900052364414150652e-01
2.876854090190591523e+05,1.539999394349739870e+00,2.618837146975260821e-01,1.022380506342182249e+00,1.199766936681080642e-01
2.903526884977814043e+05,1.687512788611978509e+00,3.233746499166252342e-01,9.523032904900368134e-01,1.604471550268904978e-01
2.930446976972144330e+05,1.643148592201335134e+00,3.778382331359493307e-01,1.020739776204749205e+00,1.935666933544764601e-01
2.957616658993256860e+05,1.509680251891170055e+00,3.492253790001279001e-01,1.020444414984008841e+00,2.124018599883258918e-01
2.985038245118729537e+05,1.582068884046156532e+00,3.647707659516705170e-01,9.880317287549648109e-01,2.893863116039278593e-01
3.012714070881163934e+05,1.502592201795939664e+00,3.422815129359473296e-01,1.018166065326364000e+00,2.561639605927296115e-01
3.040646493467068649e+05,1.739229999466893606e+00,3.486918376984820545e-01,1.011073601630524621e+00,1.475726331455128881e-01
3.068837891917639063e+05,1.664558455825137839e+00,1.785811560621704264e-01,9.625685601665875391e-01,1.918481003605527202e-01
3.097290667331406730e+05,1.486759905328543407e+00,2.614542741221998479e-01,1.103378923689949387e+00,3.316903205064089533e-01
3.126007243068703683e+05,1.534967315399361043e+00,3.983208079502376098e-01,9.572407772904647505e-01,1.402541298557068439e-01
3.154990064958088333e+05,1.328421569221626797e+00,2.248053614449296300e-01,9.314313738821858868e-01,1.848319303789861534e-01
3.184241601504656137e+05,1.414404894300831383e+00,2.821135594022135540e-01,9.856977426166079193e-01,7.457667843218379611e-02
3.213764344100275775e+05,1.671494603317311256e+00,2.376299589340264973e-01,9.057613659265039141e-01,2.813502428473005912e-01
3.243560807235811371e+05,1.301739494658420870e+00,3.976469420000030564e-01,9.977561794132536743e-01,3.133032517899900227e-01
3.273633528715247521e+05,1.457895633407397140e+00,3.315873026414591918e-01,9.579753762973096665e-01,2.214710384190770320e-01
3.303985069871855085e+05,1.385234888717816526e+00,4.115700322455471127e-01,9.724867934735611508e-01,2.042246003847909830e-01
3.334618015786362812e+05,1.477045632559243149e+00,2.801619976091154762e-01,1.042830187354889748e+00,1.766884072776325754e-01
3.365534975507094059e+05,1.423346636922088404e+00,2.786461272036421799e-01,1.034965832550824860e+00,2.496979759318657677e-01
3.396738582272209460e+05,1.279378837303057015e+00,2.478971778835637185e-01,9.210777697148490040e-01,1.883860841978790834e-01
3.428231493733974057e+05,1.342641911626103690e+00,3.432710772535294552e-01,7.738777877194975563e-01,1.537807453067694119e-01
3.460016392185108853e+05,1.234043586586380359e+00,2.519573155451128033e-01,7.963886630827918811e-01,3.818159659233552050e-01
3.492095984787271591e+05,1.247789301461668776e+00,1.472432715481191423e-01,9.295063613452777540e-01,1.495971877163123631e-01
3.524473003801587620e+05,1.385223742126875823e+00,3.273170684701455224e-01,7.983835613320120483e-01,2.463549736947032442e-01
3.557150206821382162e+05,1.419432890116512080e+00,3.789880023972553857e-01,9.364620799823594188e-01,2.499995381935574412e-01
3.590130377007068601e+05,1.275299806526412727e+00,3.490746829643733284e-01,1.080017942427453193e+00,2.722047004550361415e-01
3.623416323323149700e+05,1.335080656734458859e+00,2.739500238605248605e-01,8.633840093219953271e-01,2.475599807689812804e-01
3.657010880777486018e+05,1.411147021408211577e+00,4.188902756465875954e-01,8.842654196940176181e-01,3.312293688017824977e-01
3.690916910662774462e+05,1.273110473192724523e+00,3.078112832567203583e-01,7.255162542574826734e-01,2.612575338977762285e-01
3.725137300800209632e+05,1.149635981856646616e+00,3.258704535558152315e-01,7.517190590722120369e-01,2.212205498102859658e-01
3.759674965785467648e+05,1.196044015854850873e+00,3.242074692031738370e-01,8.548185144210552755e-01,2.810616688482677761e-01
3.794532847236942034e+05,1.302138653192009832e+00,3.280401919989061610e-01,8.662510193079336895e-01,2.233077625497411900e-01
3.829713914046277059e+05,1.271162463003873810e+00,4.121635289497287413e-01,9.065575547859541228e-01,2.833464353443251871e-01
3.865221162631261395e+05,1.139760899358508439e+00,3.352590859858035066e-01,8.038738746368221388e-01,2.476129956989124581e-01
3.901057617190993042e+05,1.064623736953146604e+00,3.841975969764137022e-01,1.066850613482967169e+00,3.044547321366318227e-01
3.937226329963475000e+05,1.277017996779370446e+00,4.188785923331976302e-01,8.722961943469901280e-01,2.660805657813959391e-01
3.973730381485604448e+05,9.058653045881112087e-01,3.555255138986831986e-01,9.078016901894592205e-01,3.131115874271874211e-01
4.010572880855496041e+05,1.193310791497509848e+00,2.869385153873792449e-01,1.076279978750012800e+00,2.306247764416131663e-01
4.047756965997322113e+05,1.183996536643717068e+00,4.384538029498105671e-01,8.242824054184925142e-01,3.394550993277217210e-01
4.085285803928565583e+05,1.393884260973870859e+00,3.402845590764427830e-01,7.093023028588608669e-01,3.517877747747729100e-01
4.123162591029748437e+05,1.198455654358940858e+00,4.514129854325402702e-01,7.394848287137129050e-01,5.519859409964713581e-01
4.161390553316706792e+05,1.109725734455511370e+00,5.002616882889235894e-01,9.108845034167361021e-01,3.216804203825072705e-01
4.199972946715306025e+05,1.073170506752970210e+00,3.073343249235697683e-01,7.730744672589455746e-01,2.989832543239008822e-01
4.238913057338774670e+05,9.858963336255059939e-01,2.268089893641148103e-01,7.407588153771675898e-01,4.067096477376198616e-01
4.278214201767612831e+05,1.012144267259086794e+00,4.744412867999692196e-01,8.437713065428938952e-01,2.068361238869267926e-01
4.317879727332021575e+05,1.036916523266263157e+00,2.784816615956336450e-01,7.474971623026345213e-01,4.191423638846616950e-01
4.357913012397029670e+05,1.130898693740113092e+00,3.991928049838492920e-01,7.547874052682007617e-01,3.363325651450203568e-01
4.398317466650228598e+05,1.118550850670945618e+00,2.146824950134882670e-01,5.902835041227896262e-01,3.093369304250707108e-01
4.439096531392166507e+05,1.043770222276956483e+00,2.616363505297758518e-01,8.476985319570837785e-01,3.246215738566998188e-01
4.480253679829489556e+05,1.110291284298525527e+00,4.253499626508710496e-01,1.062389636452192310e+00,4.865108123519788497e-01
4.521792417370702024e+05,1.024816003186845625e+00,3.466075735815042358e-01,6.110509248614224287e-01,2.673551490467689917e-01
4.563716281924754148e+05,6.907118359234222238e-01,3.087992114684849909e-01,8.591240996878874991e-01,4.084438150922392041e-01
4.606028844202398323e+05,1.100448624749355009e+00,3.269420909270142062e-01,6.984137642159566894e-01,5.472347308557058421e-01
4.648733708020256599e+05,1.092334262989385740e+00,3.164847389185656001e-01,6.260124024571653845e-01,3.916309389653269135e-01
4.691834510607799166e+05,1.000875766987641580e+00,2.750755321340135895e-01,7.181222708678347555e-01,3.362051000548063051e-01
4.735334922917120857e+05,1.025677957841824917e+00,2.329939068632215504e-01,6.049881413486455362e-01,4.313621491462465984e-01
4.779238649935594876e+05,8.833874197689530749e-01,3.517237078335705980e-01,9.183426251582857969e-01,5.859406360813754766e-01
4.823549431001467165e+05,9.866375204632221729e-01,3.204494327811521770e-01,5.930871944111186789e-01,4.380341400840417898e-01
4.868271040122283739e+05,9.189052119560858767e-01,3.668311909921905811e-01,8.304954709671992230e-01,5.603816822875785642e-01
4.913407286296357051e+05,9.476801771957070741e-01,3.877509044000941318e-01,5.160771434807122082e-01,6.235449972306986721e-01
4.958962013837211416e+05,1.053239736012018479e+00,2.846210710090184559e-01,6.347222615748074892e-01,3.263330698152635545e-01
5.004939102700953372e+05,9.795740564029955522e-01,2.218869333970319713e-01,7.220422007315713264e-01,2.598379478745553861e-01
5.051342468816766632e+05,9.920065170114016340e-01,2.938425003239175659e-01,8.603277058244209741e-01,5.034259090347438237e-01
5.098176064420429757e+05,9.764380915750624501e-01,3.314842031833011848e-01,6.541401258104508898e-01,4.776287915260405414e-01
5.145443878390924656e+05,9.217826448172843357e-01,3.249618340752125634e-01,4.126790254904897925e-01,3.124634116827682551e-01
5.193149936590212164e+05,8.733927706238336919e-01,2.860369893484612791e-01,5.003340068539564589e-01,3.898169483682296654e-01
5.241298302206061780e+05,1.006360707830479706e+00,3.443968125227271360e-01,7.319059569876631421e-01,5.512958287979512484e-01
5.289893076098145684e+05,1.058632510661221993e+00,4.089875859742965747e-01,5.080270292175769198e-01,4.858883095053467271e-01
5.338938397147350479e+05,9.638655203716673947e-01,2.743672993251879411e-01,6.227896938359452905e-01,3.642132110784496168e-01
5.388438442608223995e+05,9.169733648040507834e-01,2.124400056638282575e-01,5.364165190144927209e-01,4.674503869648114485e-01
5.438397428464801051e+05,9.269594811926087363e-01,2.802759141395418929e-01,7.084356211771850598e-01,6.528741947565180892e-01
5.488819609789677197e+05,9.780632561735872477e-01,3.599035763692842727e-01,7.097688404013099417e-01,6.045266485584920302e-01
5.539709281106400304e+05,7.459873990637735375e-01,3.896128010027130051e-01,4.558869928283366124e-01,4.170753217360747001e-01
5.591070776755292900e+05,1.062443125137375155e+00,3.550701008384321566e-01,8.028939116768498696e-01,4.229999911254965217e-01
5.642908471262542298e+05,1.121493926602525448e+00,2.621413241967773811e-01,5.325924616082111651e-01,4.757643624596200604e-01
5.695226779712819261e+05,8.582875426173017797e-01,1.898800441014052431e-01,4.762790520480173484e-01,5.865473900096187521e-01
5.748030158125350717e+05,8.677191294470061322e-01,2.362088493672015177e-01,6.543946490813089545e-01,4.412373162400990978e-01
5.801323103833377827e+05,7.598246876406650197e-01,1.794615725002859929e-01,5.539893454705009379e-01,3.616750405031631255e-01
5.855110155867232243e+05,8.493860725843347392e-01,2.599909956677792233e-01,5.200102054700431742e-01,4.493790354090286820e-01
5.909395895340964198e+05,1.045490678469217949e+00,3.937572314076156488e-01,2.428163021680398437e-01,7.320821685629752551e-01
5.964184945842459565e+05,1.050002666773385718e+00,2.166593891391686288e-01,5.486009691885538331e-01,2.341821009604400095e-01
6.019481973827274051e+05,7.991701289118415819e-01,2.512711633778820230e-01,6.674105871236390986e-01,3.498415287461735801e-01
6.075291689016077435e+05,1.167348377042132235e+00,1.658622221450301026e-01,6.491362736827752666e-01,5.550146446452840499e-01
6.131618844795768382e+05,7.824011265915709057e-01,2.936925648528715405e-01,6.232552857586474149e-01,3.775105047925927937e-01
6.188468238624383230e+05,1.073472618401437595e+00,2.298356063568277319e-01,4.425745877368809644e-01,4.693281743256809690e-01
6.245844712439618306e+05,8.503302409015940366e-01,2.903374166563076342e-01,5.509135907526205855e-01,4.114030011761944938e-01
6.303753153071268462e+05,6.699195552095021933e-01,2.466165342625251944e-01,2.168925321730308942e-01,9.921647856294676382e-01
6.362198492657481693e+05,8.013732572906097085e-01,3.669348408716366916e-01,3.448917921381821072e-01,4.779046453599419264e-01
6.421185709064757684e+05,8.285097881405306675e-01,3.642417315701214076e-01,2.974714757309769864e-01,5.389149935010426606e-01
6.480719826311970828e+05,1.015211157081983062e+00,3.060626055355875064e-01,1.747339273723111375e-01,5.462706375964442307e-01
6.540805914998259395e+05,8.488401410091459542e-01,2.893448827600643147e-01,1.774156053048310255e-01,5.875637404989921819e-01
6.601449092734883307e+05,6.912044435407410647e-01,2.803211346737892740e-01,5.160948550574883109e-01,4.672363874329951150e-01
6.662654524581149453e+05,6.365225602837604191e-01,2.431110407305387688e-01,3.496167844372921052e-01,7.447608231624901487e-01
6.724427423484249739e+05,7.820027394661246412e-01,3.346310864819418973e-01,4.861532424059761270e-01,4.798694816334785340e-01
6.786773050723287743e+05,6.546444280969250240e-01,3.780622309767511791e-01,-5.928078356662869197e-03,1.000385616927059518e+00
6.849696716357439291e+05,6.758719632787477671e-01,3.792255302008729068e-01,-1.588682714018979369e-01,1.330763955987188218e+00
