# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
2.447809157044441619e+01,4.044569407895018287e+01,2.203043368764215360e-01,1.984920874713615335e+00,2.605541295813176752e-03
2.470504055456825299e+01,4.014644790682242359e+01,1.547542318552062313e-01,1.980779698661996546e+00,2.594598988675817907e-03
2.493409369951879029e+01,3.986720708033043081e+01,8.269650062926142686e-02,1.979498796595429821e+00,2.654278119413209722e-03
2.516527051405391546e+01,3.950939111854758323e+01,8.907112358621156745e-02,1.975614322411777923e+00,2.586214223812971936e-03
2.539859068780725337e+01,3.921627640564635442e+01,1.169086374309659809e-01,1.971187860227422650e+00,2.378801578543652921e-03
2.563407409296515027e+01,3.894718942543008211e+01,7.011123695916478271e-02,1.969370032787146840e+00,3.228707723694467131e-03
2.587174078595922566e+01,3.864939383707461218e+01,7.447172057830057923e-02,1.966544134786313736e+00,2.790789577500800336e-03
2.611161100917459521e+01,3.828692805269200505e+01,9.710487846979212745e-02,1.962296958351005260e+00,2.927831861639244426e-03
2.635370519267394585e+01,3.794375815744542990e+01,8.709453148392319599e-02,1.958406177603969622e+00,2.822500000424851916e-03
2.659804395593758386e+01,3.774215657836563764e+01,8.201601210759977556e-02,1.956884424712771020e+00,3.552673916169704019e-03
2.684464810961963721e+01,3.741445984594673746e+01,9.935290956311443322e-02,1.952370549564491187e+00,2.677828720221164544e-03
2.709353865732051503e+01,3.718883807784822437e+01,9.890208397249694583e-02,1.948764623175690103e+00,2.506553425070946663e-03
2.734473679737581264e+01,3.683398710067514514e+01,1.311349688079937181e-01,1.946168557336041882e+00,3.017481549369161083e-03
2.759826392466180423e+01,3.649767762457919673e+01,8.634221793640023401e-02,1.942419299476720429e+00,1.922947556751202804e-03
2.785414163241767582e+01,3.620732409770074156e+01,1.383425906879362510e-01,1.940018567949615358e+00,3.358714791618450102e-03
2.811239171408464088e+01,3.594054863599729543e+01,6.923313270806981390e-02,1.936785733487713657e+00,1.946700185294229606e-03
2.837303616516213012e+01,3.567379477744303529e+01,8.436297095825415204e-02,1.932925730676394505e+00,2.713518011331867135e-03
2.863609718508115876e+01,3.539069510644021932e+01,9.972218923370627930e-02,1.930110067907027105e+00,2.960406652062937127e-03
2.890159717909510206e+01,3.506248605254107531e+01,1.094026759307999974e-01,1.927408381957719241e+00,2.228482563203804286e-03
2.916955876018796090e+01,3.483581364822243387e+01,1.117051014619946797e-01,1.926251047940066741e+00,3.011248246836972960e-03
2.944000475100035175e+01,3.448467595217201165e+01,9.036997873753806199e-02,1.921361292124885711e+00,2.871200889781674089e-03
2.971295818577334202e+01,3.417093934523386167e+01,1.043807975273300936e-01,1.917513490681122423e+00,2.422167428680943851e-03
2.998844231231029411e+01,3.401077313932908197e+01,7.823944527234649726e-02,1.916879563872960546e+00,2.075535601778589947e-03
3.026648059395692059e+01,3.367837186336961253e+01,1.131452917689354243e-01,1.912702209592871627e+00,3.896905982727536487e-03
3.054709671159969631e+01,3.341060527668631153e+01,1.163432267566601452e-01,1.910404635943366625e+00,3.827735339294639338e-03
3.083031456568276951e+01,3.307068002880178881e+01,8.297844774251120215e-02,1.907153400918463859e+00,2.987609091826427116e-03
3.111615827824359926e+01,3.280765378961712742e+01,1.032718720157478620e-01,1.903926281700873968e+00,3.557643093296328218e-03
3.140465219496752169e+01,3.255867872991497336e+01,7.690695032365431338e-02,1.902660167808061686e+00,3.070910298156921507e-03
3.169582088726115288e+01,3.231354540928239771e+01,1.219890752466906564e-01,1.897431134629693927e+00,5.460485277486434169e-03
3.198968915434537763e+01,3.211462994466187126e+01,8.863494849592599978e-02,1.893724043871848339e+00,3.053059486347452223e-03
3.228628202536730640e+01,3.179288565913839903e+01,1.523548965437075686e-01,1.892812130967151729e+00,4.123415671186742536e-03
3.258562476153226584e+01,3.152055841873024633e+01,5.496577075550108937e-02,1.889484963825031283e+00,2.480241549600709777e-03
3.288774285825510191e+01,3.128478161261823587e+01,1.008185945449032866e-01,1.889151608289343587e+00,2.645721723939020026e-03
3.319266204733190051e+01,3.098704009397085457e+01,8.097284332920424987e-02,1.885646889043159247e+00,3.057077712885093463e-03
3.350040829913132967e+01,3.072930890216867894e+01,9.372818912720418116e-02,1.883011695904705407e+00,3.772376749336187312e-03
3.381100782480685041e+01,3.047178645254744467e+01,9.258032900468396442e-02,1.879430258427550626e+00,1.941804841339985410e-03
3.412448707852889385e+01,3.017791753489870388e+01,1.221188771755480490e-01,1.876510627109698293e+00,3.012947037065314554e-03
3.444087275973823381e+01,2.992893426334877205e+01,1.064516010298882515e-01,1.872084306661240927e+00,2.023241142071019287e-03
3.476019181541977332e+01,2.977436871309500788e+01,7.002195295537015640e-02,1.870270188823672353e+00,3.871606000224522750e-03
3.508247144239792448e+01,2.947871109039204640e+01,1.091840237329137764e-01,1.867286061554213727e+00,2.397803398986315341e-03
3.540773908965270067e+01,2.921754641212576686e+01,8.734453871378106138e-02,1.866436054511737552e+00,3.867280313984848387e-03
3.573602246065788535e+01,2.890774032913211045e+01,7.833613419034177183e-02,1.861680325062504027e+00,3.285681642987421918e-03
3.606734951574028258e+01,2.870806832763345895e+01,8.489656951720646327e-02,1.858974303139380835e+00,2.254970879166045758e-03
3.640174847446141371e+01,2.846824021805664273e+01,7.950040126019389253e-02,1.858591325136720984e+00,2.843183452123613283e-03
3.673924781802074335e+01,2.824863062100523692e+01,8.636251393041693980e-02,1.855845063584738552e+00,1.967018862805867616e-03
3.707987629168170685e+01,2.799823259250164398e+01,4.485715426719034254e-02,1.851818634219921433e+00,3.776144704315764506e-03
3.742366290721980704e+01,2.780202354399690279e+01,1.197203052516821603e-01,1.851846768087626716e+00,3.585536960917754500e-03
3.777063694539366168e+01,2.755712504984517253e+01,7.401696083080602784e-02,1.849346773713767877e+00,1.778467567190741144e-03
3.812082795843888050e+01,2.727714343708507982e+01,9.933529039131004656e-02,1.845455896058555867e+00,3.214984326823819901e-03
3.847426577258503499e+01,2.711128843432681634e+01,1.000714596074331331e-01,1.842521303790632725e+00,1.680815959716917482e-03
3.883098049059604762e+01,2.683753086724772174e+01,4.298856615101585149e-02,1.840639217855188914e+00,1.612826686304605957e-03
3.919100249433404315e+01,2.660796045523701281e+01,9.454830462065944019e-02,1.838343397669933266e+00,2.571584075923383055e-03
3.955436244734701745e+01,2.636739979449584581e+01,7.050935518789158696e-02,1.837385023203059076e+00,3.288349353785474747e-03
3.992109129748051544e+01,2.615687911807988186e+01,5.093778931381510999e-02,1.833009272970274939e+00,3.453873872730189865e-03
4.029122027951348173e+01,2.595883629315736840e+01,6.748416288382899642e-02,1.833162796019895069e+00,3.182268033706944603e-03
4.066478091781856108e+01,2.574016710866691682e+01,8.108897144922608269e-02,1.828622158209858295e+00,2.931450940362648368e-03
4.104180502904709016e+01,2.555694787477351682e+01,7.763389561112331305e-02,1.825732958083008839e+00,1.573679328191080135e-03
4.142232472483895833e+01,2.530621802034275802e+01,7.022348533249013480e-02,1.825283841628323911e+00,3.619258950827995095e-03
4.180637241455757902e+01,2.513490753638379971e+01,6.760470624406832163e-02,1.822008835716505404e+00,1.996634001287968599e-03
4.219398080805026297e+01,2.486514196135018651e+01,1.102504193339830102e-01,1.819350657364313451e+00,3.398948355787588353e-03
4.258518291843414261e+01,2.468697826495217740e+01,9.382926621004686329e-02,1.817977158986141095e+00,2.900206309641234319e-03
4.298001206490796022e+01,2.447851925762413572e+01,6.586575494494703586e-02,1.817146369340106649e+00,2.524324403468134435e-03
4.337850187558989035e+01,2.421902386712558197e+01,8.880027738052892472e-02,1.814774891977369409e+00,2.505487991279888287e-03
4.378068629038168780e+01,2.404065728257928569e+01,6.550031274218429123e-02,1.812991833712985779e+00,2.054253802715571772e-03
4.418659956385941712e+01,2.381793213788268559e+01,4.602073855557220483e-02,1.810828013548236637e+00,2.588785039610002475e-03
4.459627626819093393e+01,2.369408537768142153e+01,9.136388969431445684e-02,1.807207633935906443e+00,2.032888141566018079e-03
4.500975129608046643e+01,2.339898803744727473e+01,4.936775186274716676e-02,1.805713973792246296e+00,1.372437749001001852e-03
4.542705986374045324e+01,2.320625744674048718e+01,8.726023657575923687e-02,1.801875307711151120e+00,3.766869276208746793e-03
4.584823751389095747e+01,2.297166449436523550e+01,9.147500901927405059e-02,1.800006243175097609e+00,3.675753584372498661e-03
4.627332011878691276e+01,2.285512535784955190e+01,5.586229528276957096e-02,1.799984643060727141e+00,3.305184638501070665e-03
4.670234388327335040e+01,2.259416742630979513e+01,4.583203078327239416e-02,1.797668772495506051e+00,2.084196686203632510e-03
4.713534534786906960e+01,2.240931460955401278e+01,5.573492208128115466e-02,1.796174195802827667e+00,3.184227276727237890e-03
4.757236139187889279e+01,2.226453383070240477e+01,7.923968133081511767e-02,1.793282957781087150e+00,4.534640401009227065e-03
4.801342923653449901e+01,2.204028682899672376e+01,5.771422889456098715e-02,1.791566356922811520e+00,3.212467558153075942e-03
4.845858644816495797e+01,2.188550945464166730e+01,3.649596450516726098e-02,1.787467172324856746e+00,3.401345106347249212e-03
4.890787094139589897e+01,2.168641391162588405e+01,7.566489004813280184e-02,1.786654043340192732e+00,3.388700535730523877e-03
4.936132098237916921e+01,2.149418237605318183e+01,6.413659409255882682e-02,1.782694145088374871e+00,3.463513291949663758e-03
4.981897519205160307e+01,2.135366387742508465e+01,4.283539540189681971e-02,1.781278382094974022e+00,2.975964025626753537e-03
5.028087254942479944e+01,2.113817641603884212e+01,8.906969143693201085e-02,1.781008919687879555e+00,2.306905952090205440e-03
5.074705239490465658e+01,2.098137503830718487e+01,9.083607290588645300e-02,1.779735918783357018e+00,2.501455327556472916e-03
5.121755443364241245e+01,2.075247378724359493e+01,5.916314231096620607e-02,1.776986247757382342e+00,3.502255269527428713e-03
5.169241873891598260e+01,2.059266522965773305e+01,4.710438382929689471e-02,1.773602344019365118e+00,2.803376309554410101e-03
5.217168575554349275e+01,2.036041564143113192e+01,3.376184549837527721e-02,1.773986304099572919e+00,3.295498061247387808e-03
5.265539630332755650e+01,2.021983071558548772e+01,8.885668944482641440e-02,1.769773802751725800e+00,2.984685534278089161e-03
5.314359158053241572e+01,2.005726693734963462e+01,5.768225780253725954e-02,1.771958716090442421e+00,4.669598800118769481e-03
5.363631316739240162e+01,1.988077057730783181e+01,5.286785250713294665e-02,1.768330179393799328e+00,2.641577219684769495e-03
5.413360302965381265e+01,1.969421077862093838e+01,5.209305968552273985e-02,1.764818449541020851e+00,2.803471209018829242e-03
5.463550352214875971e+01,1.950711710554308098e+01,5.869824254326268254e-02,1.765220653637895598e+00,4.365931586229840691e-03
5.514205739240301796e+01,1.933237039428190229e+01,5.955980486022641185e-02,1.760843131550944962e+00,2.677516007884095297e-03
5.565330778427645697e+01,1.916771139545760150e+01,5.229274578223502834e-02,1.759096290290339981e+00,2.753823859090259729e-03
5.616929824163809570e+01,1.894445320897480656e+01,8.489114923038311444e-02,1.758456141597408262e+00,1.974553627362253712e-03
5.669007271207433973e+01,1.884402299191287966e+01,5.403243692517071400e-02,1.756890316660311813e+00,2.507204792717762816e-03
5.721567555063251831e+01,1.862136997551342787e+01,5.327831333083456189e-02,1.755440503262754248e+00,3.580333887312036559e-03
5.774615152359820058e+01,1.849635550979902021e+01,4.484818115703496921e-02,1.754072857022153986e+00,2.781388430624546961e-03
5.828154581230845821e+01,1.830721201874621329e+01,6.449775346178099333e-02,1.751255249118820911e+00,3.441996297476226929e-03
5.882190401699956084e+01,1.812629954971425761e+01,2.634517321709502202e-02,1.753325564953144733e+00,2.112523757644616581e-03
5.936727216069122903e+01,1.794001330394924665e+01,5.394004238660427691e-02,1.749286625329852907e+00,2.105501770621222724e-03
5.991769669310618696e+01,1.782657506702327765e+01,6.168774496743434366e-02,1.745916361590506227e+00,3.632308348483647645e-03
6.047322449462645721e+01,1.764722605699817493e+01,7.419727761150930745e-02,1.747526622783092565e+00,3.374424678838628972e-03
6.103390288028621313e+01,1.753064295790797900e+01,6.611200735353761626e-02,1.744448481081960267e+00,4.127389251838901700e-03
6.159977960380165740e+01,1.737229374801400894e+01,5.530633757108670279e-02,1.742958375542769334e+00,2.317768621553815793e-03
6.217090286163826818e+01,1.718700976351506426e+01,5.372115836443464021e-02,1.742734495961004271e+00,3.400223028836448814e-03
6.274732129711577500e+01,1.701435677868455087e+01,4.724291014429116142e-02,1.738454053762829021e+00,3.352905845282033812e-03
6.332908400455114872e+01,1.686940046364385637e+01,5.438078408838734751e-02,1.737528346585386130e+00,3.295974147541319999e-03
6.391624053344002476e+01,1.671057759117920938e+01,5.936537538259320512e-02,1.734264008003472579e+00,2.667803017660533467e-03
6.450884089267692900e+01,1.656035544759895117e+01,5.318453798109568781e-02,1.733979032196991010e+00,3.674480321403104151e-03
6.510693555481458361e+01,1.640897691957586346e+01,7.539487666167507540e-02,1.733635310140360319e+00,3.420440204764331211e-03
6.571057546036270480e+01,1.625376065235408873e+01,3.843927563087156524e-02,1.731004127472835830e+00,2.448656173854730535e-03
6.631981202212672599e+01,1.608633139830573100e+01,4.442935018382664081e-02,1.728767568303525737e+00,3.932433924858862173e-03
6.693469712958660978e+01,1.598470412683627195e+01,3.119678927514834069e-02,1.729511731598495361e+00,2.946153822443048961e-03
6.755528315331642375e+01,1.583744753184270238e+01,6.064862023814968084e-02,1.725082619821030505e+00,3.287159902302846590e-03
6.818162294944478674e+01,1.569071289870435670e+01,6.798948496177929790e-02,1.726233957673282804e+00,2.811997292647656216e-03
6.881376986415666863e+01,1.557051468224150526e+01,5.771495181570975019e-02,1.724531628015163465e+00,2.805376096585307077e-03
6.945177773823695588e+01,1.540070317177037040e+01,3.782471080928932750e-02,1.723446284535248507e+00,3.105159322511370605e-03
7.009570091165620909e+01,1.526554152256678165e+01,5.504835507987003440e-02,1.722357786479260522e+00,2.860292977390346998e-03
7.074559422819878307e+01,1.515633746210184540e+01,3.742295888979261381e-02,1.718478537898693759e+00,1.873594331693281692e-03
7.140151304013399169e+01,1.501277496176478543e+01,4.542549046659288131e-02,1.719392649393506556e+00,1.803754709875556419e-03
7.206351321293053047e+01,1.489852793875007464e+01,3.613832031013262946e-02,1.716813681966147698e+00,2.730969502074096899e-03
7.273165113001458337e+01,1.473764972710691623e+01,3.515276625138286787e-02,1.715260419407096837e+00,3.117118872064201553e-03
7.340598369757212538e+01,1.460831805812099127e+01,5.768213552736548011e-02,1.714001275941553049e+00,2.999002364404585678e-03
7.408656834939563396e+01,1.446450585184899751e+01,5.698345622895231721e-02,1.714103605207855097e+00,4.813852485110366348e-03
7.477346305177587737e+01,1.432093138407410926e+01,5.954592319551554880e-02,1.708462689115675115e+00,4.840213021205188107e-03
7.546672630843886509e+01,1.421772881049503745e+01,4.214696444676312159e-02,1.709683641738054094e+00,3.969114613818324443e-03
7.616641716552891239e+01,1.409849304079561705e+01,7.687794748365915642e-02,1.709031084632697928e+00,4.067684601975534754e-03
7.687259521663727924e+01,1.394273085391159483e+01,5.130214046574266273e-02,1.707947311921504507e+00,2.479540772934038517e-03
7.758532060787835860e+01,1.381348562764477705e+01,3.213252059835892266e-02,1.704084549324554221e+00,3.222869009584731180e-03
7.830465404301182275e+01,1.368701211054864508e+01,2.994316051187068464e-02,1.704318625318084202e+00,2.881615753698423248e-03
7.903065678861348431e+01,1.356455619004718827e+01,4.332669406030575238e-02,1.700781220808000427e+00,3.655586817429782448e-03
7.976339067929272630e+01,1.347581123530637726e+01,6.344422633338273054e-02,1.703930906430987990e+00,4.923897436940227919e-03
8.050291812295981231e+01,1.335179395872058805e+01,3.750307949714778294e-02,1.700344206526091639e+00,3.967428381179058210e-03
8.124930210614047610e+01,1.319747736279302863e+01,5.485426601613573733e-02,1.698988950224360028e+00,3.091873804371857940e-03
8.200260619934130091e+01,1.308567192498201948e+01,3.240079457184765616e-02,1.699193895077456329e+00,3.864727911712441313e-03
8.276289456246342979e+01,1.294412221079022984e+01,4.320829775987424654e-02,1.695239812241113864e+00,4.242583295916275282e-03
