# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
5.695226779712822207e+01,1.861404692090764712e+01,7.088156925347192938e-02,1.753235824503079687e+00,2.853828658916850863e-03
5.801323103833375683e+01,1.828848229537188530e+01,5.510497383555945650e-02,1.750729867046073363e+00,2.533253515065335068e-03
5.909395895340967542e+01,1.799908196748362599e+01,6.390210447488398060e-02,1.747926076851651134e+00,4.179315045047005475e-03
6.019481973827271304e+01,1.765061204052308241e+01,4.650910049999258666e-02,1.744538276582486613e+00,2.302310714406099936e-03
6.131618844795772105e+01,1.737937199749348238e+01,5.128630883610402896e-02,1.740414433247992276e+00,3.393930394648845151e-03
6.245844712439614455e+01,1.707129369214167269e+01,4.440304693791119472e-02,1.738869602392972613e+00,3.616589569275710687e-03
6.362198492657485360e+01,1.673229404820954969e+01,9.429297339683387347e-02,1.735186126575130272e+00,3.560218906988506411e-03
6.480719826311967324e+01,1.643719252711471057e+01,5.319120790716952429e-02,1.731626641401895039e+00,3.842867168403922562e-03
6.601449092734885937e+01,1.613658135265537652e+01,3.178905656305253818e-02,1.728336500085128957e+00,4.471018409502564885e-03
6.724427423484246447e+01,1.583354517113094673e+01,3.692579862750698660e-02,1.727223852600261012e+00,3.901903435402434128e-03
6.849696716357443904e+01,1.557372477043413461e+01,3.775442696119223757e-02,1.724122600323929166e+00,3.389050569641700785e-03
6.977299649665533821e+01,1.526762353227593039e+01,3.303077697424885301e-02,1.720430227992485239e+00,2.837080888565409690e-03
7.107279696773414912e+01,1.499271666660594349e+01,3.332113133426457124e-02,1.717800117776485225e+00,3.245371277207614001e-03
7.239681140910873580e+01,1.471697466668027232e+01,6.208697329530275116e-02,1.713339594950505473e+00,2.377309045124138993e-03
7.374549090259550610e+01,1.445943565586834367e+01,3.049716580280192532e-02,1.712360489703746769e+00,4.842078617045135133e-03
7.511929493320964468e+01,1.419705758272160168e+01,6.028961224492175586e-02,1.707267938036019617e+00,2.042450478445165338e-03
7.651869154570822218e+01,1.394791881821646129e+01,2.444686366760281601e-02,1.707631536419572216e+00,3.144669454112116944e-03
7.794415750404947119e+01,1.370072965047470781e+01,3.498343489445376875e-02,1.704255592100236028e+00,3.835533846501818639e-03
7.939617845382279882e+01,1.342826180157027771e+01,7.126437503362562098e-02,1.701892539388268899e+00,2.217565282024148293e-03
8.087524908770453180e+01,1.318949201444082497e+01,6.317644258228637122e-02,1.699152568496986815e+00,3.302116741496058470e-03
8.238187331399605284e+01,1.293274568761887267e+01,3.233170149076974864e-02,1.697127228682217437e+00,3.165597828902954550e-03
8.391656442830156948e+01,1.270398087237140849e+01,4.106783481420855225e-02,1.696340971399037389e+00,2.369184355710773644e-03
8.547984528840409268e+01,1.247407799708511433e+01,3.620751470220501950e-02,1.690996137600365712e+00,5.950966873031454663e-03
8.707224849239916864e+01,1.223891258131723880e+01,2.393351042244884833e-02,1.691203741372113711e+00,2.495503911172538506e-03
8.869431656014708665e+01,1.204087811169237554e+01,4.218240264323284278e-02,1.687668257612265466e+00,2.588258648963780682e-03
9.034660211810525254e+01,1.179888908127428415e+01,2.633181878812197729e-02,1.686057246633251738e+00,3.693523171940826366e-03
9.202966808760409378e+01,1.162063456405751971e+01,2.625713946210493990e-02,1.684243065634152048e+00,4.026982123291377239e-03
9.374408787662990505e+01,1.136153288005577977e+01,3.338161110752405070e-02,1.681037845263507080e+00,2.895682836733029768e-03
9.549044557518077170e+01,1.117156493133600037e+01,3.977264376396785067e-02,1.678633583136555529e+00,3.619812808846720100e-03
9.726933615426167989e+01,1.097631264428235376e+01,3.205046856984285208e-02,1.676114458012973873e+00,3.166431493637210035e-03
9.908136566858665617e+01,1.077477463384360234e+01,4.532653272921206150e-02,1.672324213256271008e+00,2.886360527929221747e-03
1.009271514630570863e+02,1.056777694565421299e+01,3.401923980340870735e-02,1.673420966327662907e+00,3.402121610648186235e-03
1.028073223830864720e+02,1.038098295551108308e+01,3.273008396026787920e-02,1.668915501300261450e+00,4.156164635544547063e-03
1.047225189888434329e+02,1.019379326771343841e+01,3.838525530794956175e-02,1.667211536529642046e+00,2.871170686549635864e-03
1.066733937734857136e+02,1.000624459925093745e+01,5.401728077534415778e-02,1.667783605582491946e+00,3.474695113029759464e-03
1.086606113854596884e+02,9.814369418030686631e+00,5.526671641666466850e-02,1.663290472534373565e+00,3.812573381090779250e-03
1.106848488549411940e+02,9.640924073158904761e+00,1.901017786551251545e-02,1.663248344215632724e+00,5.554809454433391920e-03
1.127467958244946118e+02,9.457155156341780611e+00,2.942636369344166225e-02,1.658735669419096226e+00,3.868340957641689531e-03
1.148471547840289020e+02,9.260208636909336377e+00,2.827270357087229707e-02,1.657770258568906696e+00,4.049675817227927667e-03
1.169866413101306932e+02,9.086408110225978163e+00,4.470174146283776434e-02,1.656888300067094644e+00,5.820706515633104067e-03
1.191659843098558724e+02,8.931672917613321161e+00,3.429345313206479812e-02,1.655130207987126401e+00,3.898907102357077742e-03
1.213859262690627645e+02,8.773643444502374322e+00,3.810568169715630032e-02,1.654080179771681758e+00,4.137448151654505961e-03
1.236472235053714996e+02,8.595827320378770509e+00,3.717881658307378018e-02,1.648944677901239775e+00,2.570364046783439431e-03
1.259506464258357710e+02,8.421731188290038972e+00,2.986405827848316943e-02,1.651233689018714701e+00,4.896983971780772757e-03
1.282969797894147632e+02,8.271516173408903327e+00,3.697265695870350505e-02,1.651525291186252797e+00,4.752128859395105855e-03
1.306870229743346385e+02,8.120203131820094455e+00,3.055876121153747876e-02,1.648584220437693038e+00,4.311942715629573861e-03
1.331215902504307564e+02,7.967968142473355719e+00,2.977875550039521188e-02,1.648254344883248290e+00,5.522630600382105737e-03
1.356015110565633393e+02,7.850666049339277031e+00,3.450475909591163570e-02,1.643405861145316837e+00,2.587451676840609761e-03
1.381276302832009435e+02,7.677121939677492790e+00,5.063340320439774916e-02,1.641146680545949810e+00,2.539486636460679819e-03
1.407008085602685128e+02,7.527749135906364408e+00,3.094357815214050095e-02,1.642085762841630769e+00,3.641117939365254557e-03
1.433219225503573853e+02,7.417666364613419994e+00,1.961205009709716951e-02,1.640871316436654626e+00,3.874427140625079456e-03
1.459918652473978682e+02,7.261237310864599337e+00,2.235090201434270299e-02,1.637081311764321701e+00,4.216312908525173334e-03
1.487115462808953623e+02,7.164689924865703219e+00,2.421279934133914111e-02,1.636108005172740132e+00,3.089391554213912101e-03
1.514818922258345708e+02,7.012375662747457383e+00,2.232294394676512944e-02,1.635375392233506586e+00,4.760660335528202336e-03
1.543038469183564700e+02,6.885221192419502145e+00,3.288818236770146841e-02,1.630664832086236471e+00,3.320528979768835615e-03
1.571783717773162721e+02,6.743684484145137326e+00,4.311200675358172613e-02,1.631468896059788509e+00,3.830273390357465026e-03
1.601064461318317740e+02,6.632439887999207251e+00,2.720444700038697136e-02,1.633387993540602823e+00,5.290414699371808957e-03
1.630890675549332514e+02,6.520964096660141429e+00,2.943506789711214031e-02,1.626359116102425117e+00,5.593292056734542120e-03
1.661272522034292933e+02,6.376296984338841511e+00,3.538944212886743074e-02,1.628496490542215458e+00,2.477919655541584859e-03
1.692220351641037155e+02,6.253742805890341039e+00,3.225151584996287235e-02,1.627171126869956463e+00,6.492068776865536454e-03
1.723744708063619839e+02,6.160508886314428167e+00,2.420131749352152223e-02,1.624051968097408150e+00,5.468359609117906181e-03
1.755856331414468912e+02,6.025417326025197085e+00,3.443364431431044509e-02,1.623336348337943491e+00,4.540774350603035345e-03
1.788566161883461803e+02,5.926382856957649103e+00,3.321052824893666600e-02,1.620611810285583987e+00,5.973570832417654866e-03
1.821885343465165192e+02,5.807237131722342127e+00,3.567821450884629125e-02,1.615445534736326794e+00,4.764236810905236007e-03
1.855825227755516948e+02,5.714749878785633008e+00,2.588235098610724982e-02,1.619523083191614976e+00,4.358729134520549636e-03
1.890397377819219571e+02,5.614796189622413003e+00,2.512589642572200799e-02,1.615358800036523546e+00,4.461900204710467742e-03
1.925613572129196598e+02,5.502463209546377243e+00,1.596530958085447607e-02,1.616637229594811931e+00,4.241517412971734270e-03
1.961485808579429317e+02,5.401156811304339556e+00,2.607353313359594277e-02,1.615674678961350974e+00,5.601978510464229559e-03
1.998026308572548544e+02,5.314222962044677701e+00,2.928844024716580063e-02,1.612134803247587289e+00,3.780436006917883666e-03
2.035247521183575827e+02,5.184324427685764292e+00,3.234178376438857222e-02,1.616204224253414257e+00,5.287808729373843185e-03
2.073162127401228929e+02,5.108834473770667017e+00,3.103211331032562637e-02,1.610244985855802557e+00,6.822717103879103948e-03
2.111783044448242208e+02,5.015083788419434363e+00,1.663645502560360742e-02,1.608588923391898629e+00,3.615406634359860909e-03
2.151123430182165066e+02,4.911288961187239011e+00,2.557180318894278562e-02,1.607054549936950849e+00,5.784379768155318083e-03
2.191196687578147362e+02,4.807481716349499834e+00,3.053028138020503698e-02,1.608691361496874306e+00,6.743816682096777197e-03
2.232016469295232355e+02,4.726773517099582378e+00,2.578560283592715510e-02,1.607380584065938534e+00,4.788904035204917184e-03
2.273596682327715257e+02,4.622742999007013687e+00,2.908233918828694378e-02,1.603206828114885907e+00,5.458132274218427567e-03
2.315951492743152187e+02,4.554530082760785525e+00,1.966811062997871756e-02,1.603545369976840052e+00,4.789401630796665324e-03
2.359095330508633879e+02,4.469438971057821064e+00,2.677028613287944434e-02,1.599042674045880741e+00,6.188426832361428390e-03
2.403042894406967207e+02,4.383143280975955847e+00,3.079152580366436090e-02,1.601914071214378010e+00,4.432213015186233299e-03
2.447809157044440269e+02,4.307213905148400634e+00,1.885233810246659744e-02,1.599678531590774222e+00,4.869506640774718884e-03
2.493409369951878034e+02,4.215489564754159701e+00,2.112756012791253135e-02,1.601376402152888234e+00,3.846566753856943931e-03
2.539859068780723987e+02,4.142628366562577824e+00,2.510262016219377140e-02,1.597660089166384800e+00,3.110823128218844803e-03
2.587174078595921287e+02,4.056532014058791269e+00,3.063982357225326567e-02,1.597936554983632629e+00,4.794176842070572812e-03
2.635370519267393092e+02,3.983489827558822860e+00,2.827221148592824404e-02,1.595019752014250614e+00,5.999268961936466554e-03
2.684464810961962371e+02,3.893082168216035477e+00,2.195450553197905025e-02,1.597526108689168556e+00,5.587340950940053799e-03
2.734473679737579914e+02,3.833824891749376462e+00,2.697970037529018664e-02,1.593218607027774070e+00,3.284440429802817918e-03
2.785414163241766232e+02,3.769570218815552209e+00,3.306546055995789740e-02,1.594299234407366095e+00,3.898756135771806308e-03
2.837303616516211378e+02,3.680915920352878068e+00,2.250013439935166087e-02,1.590540556939710637e+00,4.426884624240685039e-03
2.890159717909508572e+02,3.610360293563873224e+00,2.131183362734187861e-02,1.589564326206091449e+00,6.472092705785983946e-03
2.944000475100033896e+02,3.549369306815234548e+00,2.444880340948680023e-02,1.588649573112283386e+00,4.950116272712933030e-03
2.998844231231027493e+02,3.471044620984006457e+00,2.999167060183833416e-02,1.589114750869170312e+00,1.058708171072789139e-02
3.054709671159968138e+02,3.410987356637539936e+00,3.076985039209589184e-02,1.588525064991876512e+00,7.519054331106366125e-03
3.111615827824359712e+02,3.354400517711729979e+00,2.177354906846530602e-02,1.589304398063498658e+00,5.738379184835736176e-03
3.169582088726115217e+02,3.299306235499961382e+00,3.418970409233605678e-02,1.587453585629163610e+00,6.853830342362450014e-03
3.228628202536730214e+02,3.228101650044153725e+00,2.894801275580002539e-02,1.583127661828617194e+00,4.903397223626556820e-03
3.288774285825510333e+02,3.163504341914367579e+00,1.618512429518094431e-02,1.577448777268892766e+00,8.641221197354581607e-03
3.350040829913132825e+02,3.106580776709738423e+00,2.730294311784970535e-02,1.580912801509777754e+00,7.052771552877723851e-03
3.412448707852889243e+02,3.030253776525917875e+00,2.721680496850305622e-02,1.581932371044136199e+00,7.637110490040669407e-03
3.476019181541977332e+02,2.980761240220780817e+00,2.040479697936104994e-02,1.585155460121936866e+00,6.855342383343181363e-03
3.540773908965269925e+02,2.923705021567802653e+00,2.824701239223573537e-02,1.585045560504182660e+00,9.913968705742558576e-03
3.606734951574027832e+02,2.857658617387427658e+00,1.979125316402969778e-02,1.579298356339049691e+00,6.140970819771982871e-03
3.673924781802074335e+02,2.840648631524571588e+00,2.517878159722869089e-02,1.578056843455958314e+00,7.968735145896818292e-03
3.742366290721980704e+02,2.761141227361082695e+00,3.466965797557850643e-02,1.573093932134354000e+00,8.810622715077268824e-03
3.812082795843887766e+02,2.707816545463272995e+00,4.338153904316001397e-02,1.577068742207111907e+00,8.306081440576195199e-03
3.883098049059605046e+02,2.678525453912256271e+00,1.935175822511088148e-02,1.572417187081868395e+00,1.019063911835448900e-02
3.955436244734701745e+02,2.609958112570910149e+00,2.529064404866468094e-02,1.574968224874095490e+00,6.957462612637350767e-03
4.029122027951347604e+02,2.540230644073866895e+00,3.004482790838282694e-02,1.574494147579392322e+00,6.345173837329378536e-03
4.104180502904709442e+02,2.503592182042184699e+00,2.710297251231460341e-02,1.569755788489771264e+00,9.085029959978178221e-03
4.180637241455758044e+02,2.482590891660966914e+00,2.018674863220413021e-02,1.571385981459766157e+00,7.757946125418998910e-03
4.258518291843414545e+02,2.421169693244830334e+00,2.234213031781917547e-02,1.568257034912174941e+00,6.660549077520647003e-03
4.337850187558988750e+02,2.383387324750704028e+00,1.963493323859837048e-02,1.567649560120824459e+00,8.805304183037352544e-03
4.418659956385941427e+02,2.331223966900281219e+00,2.040503666641555955e-02,1.569267212771611852e+00,1.065120118724931925e-02
4.500975129608046359e+02,2.274170718929753754e+00,2.785886672663434940e-02,1.570076881862751517e+00,6.132090740955048816e-03
4.584823751389096174e+02,2.235650964796128015e+00,1.990185862817236626e-02,1.564067065804978895e+00,7.504539586170477783e-03
4.670234388327330635e+02,2.190717932885059671e+00,2.285446336210713442e-02,1.568196492128824726e+00,1.315300461762122439e-02
4.757236139187884874e+02,2.169979006890282225e+00,2.350793297756715097e-02,1.563056868416721867e+00,9.326329865480873990e-03
4.845858644816490823e+02,2.110184391277393878e+00,2.148347676808531198e-02,1.560178477409983611e+00,9.048483374358257461e-03
4.936132098237911805e+02,2.069753251751930367e+00,2.301557657385020286e-02,1.564323819501214796e+00,5.684815062235908448e-03
5.028087254942474829e+02,2.029250307319647728e+00,1.374652788978847871e-02,1.561656365028920579e+00,1.383309086874085804e-02
5.121755443364236271e+02,2.005535365998366792e+00,2.107071175557113235e-02,1.557097594845795685e+00,8.315724954232049312e-03
5.217168575554343306e+02,1.967656045932975273e+00,1.400401128096001070e-02,1.565340791999637160e+00,8.234364431780730187e-03
5.314359158053235888e+02,1.928649040407268034e+00,2.927677725083194932e-02,1.555998213628588811e+00,1.201722802828377248e-02
5.413360302965376150e+02,1.893446530941378381e+00,2.419811230108274286e-02,1.556580914711220620e+00,1.178908507499585624e-02
5.514205739240296680e+02,1.854859797531630106e+00,3.401451574894186203e-02,1.551798066255073882e+00,1.273715890114063796e-02
5.616929824163803460e+02,1.808735542310371702e+00,2.409461033511121203e-02,1.562490430920602247e+00,9.781665277366111133e-03
5.721567555063245436e+02,1.794703693479436257e+00,1.420699066846745767e-02,1.559226405771348301e+00,1.195580213031757592e-02
5.828154581230839995e+02,1.755466309134940728e+00,3.143418792474368673e-02,1.549538128782284474e+00,1.547867515172546456e-02
5.936727216069119777e+02,1.718725872743466443e+00,2.543879747598086147e-02,1.551974142581788119e+00,1.240300766378400234e-02
6.047322449462642453e+02,1.687635584397688904e+00,3.221787406690557187e-02,1.555094676095473805e+00,9.718082090234544945e-03
6.159977960380161903e+02,1.674372901013661208e+00,4.248521077478434327e-02,1.546712313838990882e+00,1.185152019279615832e-02
6.274732129711574089e+02,1.638133583982548824e+00,2.471250971265379071e-02,1.551990712369643477e+00,8.710790562684766342e-03
6.391624053343998639e+02,1.597665497961485936e+00,2.661410417751870761e-02,1.555733277833587280e+00,1.672758451807345240e-02
6.510693555481454950e+02,1.573393096479647646e+00,2.670078817288727355e-02,1.540133435911666293e+00,8.880558575080738440e-03
6.631981202212668904e+02,1.540644648527507599e+00,2.020543176139032518e-02,1.539484285929738849e+00,8.004316057336948592e-03
6.755528315331639533e+02,1.514229505530731990e+00,2.482369076906400587e-02,1.539113549559048000e+00,1.376814311708708140e-02
6.881376986415663168e+02,1.475587260096887121e+00,1.800264315729612624e-02,1.549688372440851225e+00,1.644299350406117424e-02
7.009570091165618351e+02,1.456466904524789996e+00,3.584285347277536143e-02,1.533809346912570204e+00,1.544082688928549198e-02
7.140151304013395475e+02,1.419279284879364500e+00,3.579773792247505082e-02,1.548402290319897068e+00,1.956216904113682736e-02
7.273165113001454074e+02,1.410264262523960976e+00,2.263827689223873313e-02,1.535318272730018307e+00,1.724222547218496465e-02
7.408656834939559985e+02,1.376785433111792578e+00,2.702911388755021779e-02,1.544502720526499617e+00,1.321462254185537533e-02
7.546672630843886509e+02,1.351787612125789906e+00,2.478112945060625266e-02,1.534417049208800510e+00,1.308553434801958126e-02
7.687259521663728492e+02,1.326956860336973687e+00,2.610421214084581235e-02,1.535872741646999273e+00,1.634367513705768660e-02
7.830465404301182843e+02,1.308406001186811718e+00,1.897901708143192104e-02,1.538581003761606114e+00,1.574694923290993406e-02
7.976339067929272915e+02,1.277527706620251724e+00,1.606452483221052635e-02,1.536230531462788207e+00,2.374048055311270278e-02
8.124930210614047610e+02,1.258837927293795067e+00,1.646778150778925240e-02,1.537362189274366298e+00,1.831221661128107012e-02
8.276289456246344116e+02,1.225019454005515041e+00,3.219403664196126419e-02,1.528077344715405017e+00,1.607858815440157269e-02
8.430468371788966806e+02,1.209393652574029421e+00,2.487022239687633474e-02,1.536076792975669791e+00,1.573412549511203282e-02
8.587519484845170155e+02,1.184635236260640045e+00,2.509917596954392566e-02,1.529911163390878404e+00,1.289017199806222896e-02
8.747496301554415368e+02,1.157862529754962733e+00,2.341571354331674695e-02,1.529018478207824883e+00,2.313492412210300594e-02
8.910453324821512524e+02,1.142446754510867635e+00,2.162089549473245401e-02,1.527772094350232646e+00,1.510918595497476140e-02
9.076446072885356671e+02,1.118687873016790180e+00,1.749981591698501759e-02,1.520659785174786283e+00,2.300850046431150708e-02
9.245531098233570901e+02,1.097744477065155211e+00,1.764667527217048809e-02,1.522871173458897331e+00,2.451169421739255241e-02
9.417766006869518378e+02,1.081682448296827470e+00,2.935194716888691463e-02,1.522444911360165243e+00,1.931316848665111385e-02
9.593209477938240752e+02,1.063781836313017370e+00,2.400380219236276577e-02,1.514941734791621641e+00,1.654854648935900896e-02
9.771921283717996403e+02,1.046802031300466895e+00,1.622182669984209916e-02,1.524315947332017140e+00,1.929065699488990634e-02
9.953962309984233343e+02,1.019394472318651879e+00,1.709850134085804871e-02,1.515063630629084113e+00,2.423344779949251904e-02
1.013939457675291692e+03,1.008879385065457601e+00,3.139619745037824233e-02,1.509077186514282243e+00,1.775147055162716245e-02
1.032828125941028475e+03,9.837791734006906541e-01,2.828061596227842561e-02,1.522781906477112202e+00,1.924775906672214487e-02
1.052068671023622755e+03,9.636409096043445643e-01,2.522281805202768526e-02,1.514207890704674320e+00,1.232668720158438223e-02
1.071667648032863326e+03,9.543350697760898393e-01,2.530514573752155882e-02,1.517811084853447623e+00,2.297132440377625678e-02
1.091631734193614648e+03,9.351594706755721464e-01,2.843449692159490463e-02,1.507386351184964113e+00,1.890221372395469238e-02
1.111967731120699000e+03,9.234100520334272977e-01,2.527708069097370572e-02,1.508979038993082833e+00,2.558858208698954612e-02
1.132682567136153693e+03,9.140808519927953180e-01,2.358563954968984078e-02,1.496313811227655499e+00,2.408072579586563108e-02
1.153783299629660860e+03,8.802673377435095148e-01,2.615237786566196321e-02,1.497277016765776736e+00,1.468093887854471369e-02
1.175277117462945171e+03,8.704840413889906037e-01,1.561431334132856036e-02,1.490301728760357935e+00,1.892818088604794266e-02
1.197171343418965762e+03,8.551047336272574739e-01,2.395025129321731727e-02,1.507421917499810249e+00,3.032401843963282440e-02
1.219473436696737053e+03,8.302787251959033998e-01,1.870679900715334007e-02,1.503283229967856904e+00,2.300574914634071627e-02
1.242190995452616107e+03,8.233640469899089487e-01,2.585289638214926383e-02,1.494458820231529206e+00,3.033957631941177485e-02
1.265331759388941691e+03,7.903911294412575561e-01,2.117423313786075470e-02,1.503807846457799524e+00,2.657523172828010413e-02
1.288903612390891567e+03,7.940801935100041398e-01,1.841234065639626646e-02,1.488559686480821709e+00,2.780758818696148216e-02
1.312914585212464090e+03,7.749412313952216413e-01,2.025278233427446270e-02,1.488504652919561133e+00,1.502659467628876359e-02
1.337372858212494975e+03,7.654960866169623346e-01,2.017587323056916140e-02,1.492838378081834616e+00,1.292592525217835762e-02
1.362286764141645335e+03,7.553511060927623477e-01,2.170233650074702980e-02,1.495056232659924156e+00,4.828951321938026314e-02
1.387664790981307078e+03,7.446890166428832281e-01,2.292475626036309666e-02,1.480849651890243646e+00,2.409207807248432351e-02
1.413515584835394293e+03,7.188036351360438392e-01,2.686533735048479352e-02,1.478058279889052695e+00,2.987492764699640341e-02
1.439847952876006502e+03,7.006803463369470908e-01,2.267543989250735831e-02,1.488195536308163813e+00,2.278032874973742392e-02
1.466670866343966964e+03,6.944908856260399999e-01,3.167877947201665906e-02,1.467609955435204894e+00,1.457398093404034881e-02
1.493993463605256238e+03,6.889674216622301284e-01,1.825704573578178919e-02,1.488804753906914247e+00,3.731012146254066714e-02
1.521825053264385588e+03,6.706258812092323884e-01,3.420970026210973236e-02,1.475825814066384911e+00,3.351716349012601875e-02
1.550175117335768846e+03,6.622616921707709103e-01,1.719594029303032554e-02,1.488545440642847550e+00,1.902634711815465174e-02
1.579053314474174158e+03,6.461126791264286684e-01,1.734059943509789689e-02,1.463578741163793495e+00,2.948696299421100717e-02
1.608469483265355166e+03,6.428514741226090123e-01,1.788376111142600533e-02,1.481293091343487189e+00,2.912604127885311603e-02
1.638433645577983043e+03,6.430967002484018202e-01,2.244410833150550094e-02,1.471381051396982498e+00,4.560375418079117699e-02
1.668956009978023076e+03,6.105682136504148039e-01,2.095068990627941066e-02,1.458646135552098766e+00,3.318727099488340965e-02
1.700046975206716297e+03,5.937718441499626465e-01,1.801424792391598598e-02,1.454711772091770161e+00,2.583358948754082771e-02
1.731717133723352845e+03,5.932161121467112164e-01,1.528278728576498366e-02,1.483640289400967038e+00,3.910384100662638029e-02
1.763977275314043482e+03,5.969251220439558692e-01,3.017047358772062884e-02,1.461625209248461399e+00,1.694749805284936212e-02
1.796838390767719375e+03,5.562708685659167873e-01,1.611419293593687602e-02,1.462029489551179839e+00,3.191882995333474027e-02
1.830311675620611140e+03,5.733567137890039911e-01,2.538964562050087526e-02,1.445822879093612956e+00,3.824152230171812966e-02
1.864408533970485223e+03,5.537529154956764010e-01,2.626170387455292396e-02,1.455842621900583556e+00,3.876514927567840940e-02
1.899140582361933639e+03,5.363190845820502428e-01,2.011208451814095952e-02,1.451803315448943366e+00,3.895933845235503151e-02
1.934519653744044263e+03,5.326341114532552323e-01,2.590620109921595512e-02,1.444820231549114764e+00,5.619598029465025513e-02
1.970557801501798394e+03,5.208379976961575730e-01,2.090698316233410500e-02,1.440818327275799504e+00,4.429394194620493719e-02
2.007267303562568259e+03,4.917227103174438563e-01,2.250731050337568748e-02,1.441211512448894227e+00,2.479935986274763027e-02
2.044660666579115741e+03,5.095141153128077693e-01,2.516916067502368223e-02,1.449284216097968425e+00,4.435252182995941955e-02
2.082750630190514130e+03,4.707482442368493558e-01,1.945621192888054643e-02,1.429695772688314381e+00,6.248407050063738838e-02
2.121550171362450328e+03,4.730299818887108154e-01,1.962798683279221718e-02,1.441571475271803626e+00,5.417018550135069971e-02
2.161072508808376369e+03,4.808313500363450288e-01,1.507487373168712140e-02,1.423160011206406450e+00,3.971532819267246939e-02
2.201331107493030231e+03,4.946542783617228767e-01,4.758123205012834006e-02,1.434892650020052063e+00,5.408629244107261008e-02
2.242339683219845028e+03,4.578914387153981691e-01,2.249692372436646465e-02,1.436264454433296756e+00,5.322950933953150138e-02
2.284112207303823197e+03,4.583962289035674043e-01,2.314957538564548986e-02,1.452266553280966654e+00,3.913885013721304235e-02
2.326662911331457963e+03,4.458385260447494391e-01,2.717484236876839196e-02,1.418085789338915159e+00,5.343022111312911021e-02
2.370006292009327808e+03,4.282880066603983460e-01,2.787266118318239630e-02,1.407385202238158106e+00,6.448193338262903085e-02
2.414157116103017870e+03,4.315842670901836042e-01,2.577452247355423859e-02,1.404411165932730743e+00,5.383123441227340156e-02
2.459130425468043995e+03,4.171885347901688190e-01,1.313497077914881073e-02,1.430556677227604156e+00,4.998799172752940029e-02
2.504941542174502501e+03,4.029147271339194591e-01,2.413602963549925026e-02,1.396130373331857966e+00,7.043228883895945314e-02
2.551606073727183684e+03,4.050947015379636196e-01,2.647632854516835180e-02,1.418824910582938914e+00,6.165473043938658748e-02
2.599139918382933047e+03,3.996561126120889429e-01,2.507300942350301071e-02,1.413672564975216206e+00,6.519084626343951694e-02
2.647559270567066505e+03,3.998380194911204666e-01,1.821465385997602174e-02,1.414993256073441064e+00,8.745657936060148574e-02
2.696880626390692669e+03,3.868613026869657801e-01,1.896685654454102060e-02,1.405430608218554145e+00,5.167709177485548672e-02
2.747120789270811656e+03,3.647790487674364424e-01,3.109658841490432410e-02,1.417532115617169408e+00,7.483788084655283723e-02
2.798296875655115855e+03,3.611931155132687143e-01,1.736531548153281632e-02,1.352321517454691202e+00,4.394537845882338228e-02
2.850426320853434845e+03,3.620067998863921166e-01,2.090336279599571898e-02,1.398085668917950830e+00,5.965523233277646858e-02
2.903526884977814007e+03,3.464337052976041997e-01,1.998813434502035372e-02,1.401283076030340746e+00,7.048804964010436935e-02
2.957616658993253623e+03,3.408188628083812510e-01,2.582011295523941805e-02,1.366879516010508944e+00,5.527019580333879939e-02
3.012714070881164389e+03,3.418680117122471773e-01,2.063190605185813778e-02,1.413757037961987706e+00,7.482083875181058663e-02
3.068837891917642082e+03,3.354087468902134939e-01,1.889668086024982527e-02,1.397196684943603717e+00,6.480382990837957324e-02
3.126007243068700518e+03,3.336798548331381120e-01,2.554080676457905208e-02,1.360371418780734976e+00,5.802590200113569990e-02
3.184241601504649680e+03,3.357198089492092752e-01,2.472251676399864553e-02,1.334145214119068834e+00,6.416320591901832071e-02
3.243560807235808170e+03,3.234661478157441206e-01,1.951485818561624411e-02,1.355555205234530991e+00,4.875053070498416158e-02
3.303985069871854648e+03,3.275604177569322317e-01,2.304683598057880728e-02,1.366645650291657743e+00,6.794894240389087736e-02
3.365534975507091076e+03,3.044691470591759375e-01,3.526118561043145583e-02,1.404189407758855257e+00,7.310254144800731879e-02
3.428231493733967000e+03,2.993185661773387629e-01,3.059294094147464727e-02,1.339305872960853350e+00,8.768098098578773480e-02
3.492095984787267753e+03,3.011772304313551363e-01,2.277094503335782769e-02,1.364174607816906359e+00,9.325675283029316587e-02
3.557150206821382199e+03,2.981540481170603663e-01,2.638531770946866625e-02,1.363517364292388567e+00,8.131941124754046846e-02
3.623416323323146116e+03,3.022881873730690616e-01,1.151686597092635780e-02,1.339893707370570342e+00,9.459379990629238066e-02
3.690916910662774626e+03,2.931188389436522046e-01,1.997318681473033569e-02,1.361519203500095143e+00,5.881464411653297003e-02
3.759674965785463883e+03,2.891770556357694533e-01,2.421370180835673638e-02,1.323502398995633378e+00,7.037002518016299835e-02
3.829713914046277296e+03,2.815689799473665156e-01,3.604278218841094200e-02,1.319470564481054264e+00,7.360151030481300316e-02
3.901057617190989276e+03,2.911750710668127295e-01,2.878160302292959161e-02,1.292684277685630878e+00,1.100176855210534266e-01
3.973730381485604084e+03,2.686906574193997921e-01,2.793777251177624252e-02,1.311060666728706581e+00,1.098148547976240536e-01
4.047756965997318275e+03,2.690361348524162310e-01,2.143690260019299326e-02,1.365214390367935904e+00,4.629230358282646063e-02
