# Vcmd[V]	<I_LED>[A]	SE_I_LED[A]	<I_PD>[A]	SE_I_PD[A]
4.044000000000000483e+00	1.907591667996442380e-03	0.000000000000000000e+00	7.487540660980259791e-06	6.816581863404807400e-09
4.062999999999999723e+00	1.935532844467029515e-03	0.000000000000000000e+00	7.624146768933515663e-06	3.268994578890394730e-09
4.081999999999999851e+00	1.963474020937618168e-03	0.000000000000000000e+00	7.767736233069845290e-06	5.050055346797514009e-09
4.100999999999999979e+00	1.991415197408206387e-03	0.000000000000000000e+00	7.901347581066031904e-06	6.428873763604942599e-09
4.120000000000000107e+00	2.019356373878795040e-03	0.000000000000000000e+00	8.028863399946058099e-06	2.155741621658281670e-09
4.139000000000000234e+00	2.047297550349383259e-03	0.000000000000000000e+00	8.169232834571031450e-06	4.056137373283859556e-09
4.158000000000000362e+00	2.075238726819971478e-03	0.000000000000000000e+00	8.320408582226933674e-06	3.654117309167702865e-09
4.176999999999999602e+00	2.103179903290558830e-03	0.000000000000000000e+00	8.463096968146094899e-06	3.569964769130977589e-09
4.195999999999999730e+00	2.131121079761147050e-03	0.000000000000000000e+00	8.601438976782429179e-06	6.514114715736392961e-09
4.214999999999999858e+00	2.159062256231735703e-03	0.000000000000000000e+00	8.741450630350580084e-06	4.147030515330174330e-09
4.233999999999999986e+00	2.187003432702323922e-03	0.000000000000000000e+00	8.883801111938303158e-06	7.886477485179468114e-09
4.253000000000000114e+00	2.214944609172912575e-03	0.000000000000000000e+00	9.039773775985623304e-06	3.480959513056746311e-09
4.272000000000000242e+00	2.242885785643500794e-03	0.000000000000000000e+00	9.176777418446454966e-06	2.357378326409525136e-09
4.291000000000000369e+00	2.270826962114089447e-03	0.000000000000000000e+00	9.310998319354256097e-06	3.223350810702256208e-09
4.310000000000000497e+00	2.298768138584677666e-03	0.000000000000000000e+00	9.466659581370638063e-06	4.709621267082693820e-09
4.328999999999999737e+00	2.326709315055265018e-03	0.000000000000000000e+00	9.599065074693840545e-06	7.314148807671819403e-09
4.347999999999999865e+00	2.354650491525853238e-03	0.000000000000000000e+00	9.733696761259467452e-06	4.980449714245723544e-09
4.366999999999999993e+00	2.382591667996441891e-03	0.000000000000000000e+00	9.881692232854765050e-06	7.599309385375269865e-09
4.386000000000000121e+00	2.410532844467030110e-03	0.000000000000000000e+00	1.002694471634779224e-05	2.899050662291680598e-09
4.405000000000000249e+00	2.438474020937618763e-03	0.000000000000000000e+00	1.016030429248918000e-05	3.270662665406264936e-09
4.423999999999999488e+00	2.466415197408205681e-03	0.000000000000000000e+00	1.031264614136730793e-05	2.897327715607181401e-09
4.442999999999999616e+00	2.494356373878794334e-03	0.000000000000000000e+00	1.045334685474859021e-05	4.112908144879849457e-09
4.461999999999999744e+00	2.522297550349382553e-03	0.000000000000000000e+00	1.059693631888492322e-05	5.831008654383491964e-09
4.480999999999999872e+00	2.550238726819970773e-03	0.000000000000000000e+00	1.073390683347012061e-05	2.105364461943272946e-09
4.500000000000000000e+00	2.578179903290559426e-03	0.000000000000000000e+00	1.088562587828637726e-05	2.797169986552874440e-09
