# Vcmd[V]	<I_LED>[A]	SE_I_LED[A]	<I_PD>[A]	SE_I_PD[A]
2.799999999999999822e+00	1.321660149768253247e-03	1.329835152669393719e-07	3.366700619836240702e-07	1.710867960857936964e-09
2.825000000000000178e+00	1.355944555648737077e-03	8.482830258297448306e-08	3.525913190120298561e-07	1.087553393845879724e-09
2.850000000000000089e+00	1.390289059661521448e-03	9.060546644111806246e-08	3.645902355656889585e-07	1.864984653202965071e-09
2.875000000000000000e+00	1.424733438294814147e-03	7.635342244266711205e-08	3.810879176300795870e-07	4.747029228134507518e-09
2.900000000000000355e+00	1.459109917595939870e-03	7.204183649968836466e-08	3.996064001079797933e-07	1.643456514670441023e-09
2.924999999999999822e+00	1.493476862097227898e-03	8.322714925008494830e-08	4.087695705075990541e-07	6.206378196021629423e-09
2.950000000000000178e+00	1.528068307794663069e-03	5.361389553987172445e-08	4.124401391275478960e-07	3.329765161655456534e-09
2.975000000000000089e+00	1.562648966647839062e-03	6.540322148021509991e-08	4.289046933163070499e-07	4.211471663264233459e-09
3.000000000000000000e+00	1.597368795054181180e-03	7.173053971242221073e-08	4.414734093308247317e-07	2.242647077507024587e-09
3.025000000000000355e+00	1.631893786086090897e-03	8.546974744788208354e-08	4.514117720202166243e-07	1.834919508300745405e-09
3.049999999999999822e+00	1.666495537072236769e-03	1.112172735760097807e-07	4.723883428699597776e-07	2.165737244721037515e-09
3.075000000000000178e+00	1.701160757079517739e-03	6.466754920143905836e-08	4.896678427992491423e-07	5.600380789041587652e-09
3.100000000000000089e+00	1.735972369973173097e-03	5.868429608956478042e-08	4.971746194173031935e-07	5.832871639179625229e-09
3.125000000000000000e+00	1.770762890733857493e-03	6.139381871062133703e-08	5.144673704968450845e-07	1.794338593309197205e-09
3.150000000000000355e+00	1.805408559585918284e-03	8.226336048814012023e-08	5.329593506742401852e-07	2.062156374655582180e-09
3.174999999999999822e+00	1.840218535190712296e-03	4.876614856026347995e-08	5.373786092834564474e-07	5.899919331910673214e-09
3.200000000000000178e+00	1.875116153905114586e-03	4.209671448581522198e-08	5.573017136881241806e-07	3.798850214596779017e-09
3.225000000000000089e+00	1.909894635777117239e-03	5.952529137668606885e-08	5.838040141931692275e-07	4.886057318875918244e-09
3.250000000000000000e+00	1.944659537782685629e-03	9.395549809664360369e-08	5.900784338377385413e-07	4.645381092546465213e-09
3.275000000000000355e+00	1.979610609162837064e-03	1.237422922657459970e-07	6.071657920883663800e-07	3.553041495676375357e-09
3.299999999999999822e+00	2.014424533523118815e-03	9.703964425143096356e-08	6.199133986312931144e-07	3.565572198872104908e-09
3.325000000000000178e+00	2.049444563657642354e-03	9.051212818848457512e-08	6.410092298333088989e-07	3.551564752227239583e-09
3.350000000000000089e+00	2.084443212725865628e-03	8.020587735445160494e-08	6.400949004658850053e-07	3.216281699106397308e-09
3.375000000000000000e+00	2.119444654816262687e-03	9.163843906850472339e-08	6.582224740113357377e-07	7.523139977110463785e-09
3.400000000000000355e+00	2.154408631885081603e-03	9.713816940530630780e-08	6.668158449500966308e-07	4.036547023931788021e-09
3.424999999999999822e+00	2.189482499929790247e-03	5.080116604624912990e-08	6.783774735454224700e-07	5.187258353502237245e-09
3.450000000000000178e+00	2.224547411041321535e-03	3.977992773987249572e-08	6.982873267998375710e-07	6.403987674137804431e-09
3.475000000000000089e+00	2.259537006865255156e-03	6.344621804844337050e-08	7.042635955637251482e-07	2.903533098337972008e-09
3.500000000000000000e+00	2.294583811488206705e-03	1.104315545352732753e-07	7.262273771072811959e-07	6.469133652768998990e-09
3.524999999999999911e+00	2.329735402598249322e-03	9.296474428799347526e-08	7.467269065479336129e-07	2.780204536531155168e-09
3.550000000000000266e+00	2.364802143620860046e-03	8.258987903585667634e-08	7.440104207461664553e-07	3.570893037875358223e-09
3.575000000000000178e+00	2.399897392731869389e-03	7.471929835293192569e-08	7.574272103768455580e-07	5.004331586442232985e-09
3.600000000000000089e+00	2.435093768507808759e-03	5.285133011175732908e-08	7.712282833648476067e-07	1.618506091426709522e-09
3.625000000000000000e+00	2.470290047972639735e-03	6.393552629822841449e-08	7.853871374096680782e-07	3.998870793683130316e-09
3.649999999999999911e+00	2.505348217306507981e-03	8.126726051482188647e-08	7.933643298616867084e-07	4.731757815800646407e-09
3.675000000000000266e+00	2.540534095171517043e-03	9.866655995016785863e-08	8.065359732126939680e-07	4.313709916060412169e-09
3.700000000000000178e+00	2.575785753524286077e-03	1.094829642578030969e-07	8.337074568054913830e-07	2.980798313273712448e-09
3.725000000000000089e+00	2.610779972281474220e-03	1.532441409340820176e-07	8.419894257133181190e-07	3.634226100912892415e-09
3.750000000000000000e+00	2.646172630098489464e-03	9.435743952544583119e-08	8.494962023313719584e-07	3.735285135152541382e-09
3.774999999999999911e+00	2.681409841784839800e-03	1.014288596056550726e-07	8.698035900933627436e-07	3.051374079285468522e-09
3.800000000000000266e+00	2.716653217382196308e-03	8.273127105437120882e-08	8.740174558736650594e-07	2.786398990989643913e-09
3.825000000000000178e+00	2.751919129779165085e-03	9.399145208265955926e-08	8.912704535024492654e-07	2.874281859350648886e-09
3.850000000000000089e+00	2.787374197195108781e-03	1.092846364717947099e-07	9.092456388199961568e-07	5.028119672412725561e-09
3.875000000000000000e+00	2.822675359458139653e-03	6.468716147095911046e-08	9.161627392518129979e-07	4.672785206976433088e-09
3.900000000000000355e+00	2.857985093409911703e-03	6.164934225921527750e-08	9.285061857120376791e-07	4.732657634677007046e-09
3.925000000000000266e+00	2.893317267850188061e-03	8.816162928932891502e-08	9.425325282543327814e-07	3.607903992676516281e-09
3.950000000000000178e+00	2.928513162070580690e-03	6.221604490030607219e-08	9.558366831078654102e-07	5.809590505426331028e-09
3.975000000000000089e+00	2.964008680152497004e-03	8.937930412742104573e-08	9.711351360744024053e-07	5.654273343573465066e-09
4.000000000000000000e+00	2.999386313436437114e-03	1.107265122280271981e-07	9.798477673654361413e-07	6.876555440984736223e-09
