# Vcmd[V]	<I_LED>[A]	SE_I_LED[A]	<I_PD>[A]	SE_I_PD[A]
3.040000000000000036e+00	1.011275703224927573e-03	1.602849085136249695e-07	2.563525861920035118e-06	9.823630110744291112e-10
3.060000000000000053e+00	1.036978719727804947e-03	1.683173107429099107e-07	2.626468825619516998e-06	7.061138111192511069e-09
3.080000000000000071e+00	1.062528216322205891e-03	1.627178545775116044e-07	2.680738911478722933e-06	4.562113833838318197e-09
3.100000000000000089e+00	1.088226320958500526e-03	1.473373163375287585e-07	2.747246434596133127e-06	6.006760806520517834e-09
3.120000000000000107e+00	1.113988761415912743e-03	1.873042104379071283e-07	2.830013119073389323e-06	4.132449868934550191e-09
3.140000000000000124e+00	1.139953455203186966e-03	1.161055290971044986e-07	2.891664095623250733e-06	3.976692047834076450e-09
3.160000000000000142e+00	1.165968038145160290e-03	1.814509098054157987e-07	2.943336956032961930e-06	5.630836537600720716e-09
3.179999999999999716e+00	1.191812824601158616e-03	1.848241557841048522e-07	3.009950488352392334e-06	5.289402491004080303e-09
3.200000000000000178e+00	1.217592793680493052e-03	1.915767295997678223e-07	3.060974042399730588e-06	8.883753617340282684e-09
3.219999999999999751e+00	1.243500760224295655e-03	1.653745886253272328e-07	3.130198051318908681e-06	3.951273813110721426e-09
3.240000000000000213e+00	1.269508986633045584e-03	2.049945596129774204e-07	3.191908658044906036e-06	5.953113355784038269e-09
3.259999999999999787e+00	1.295493809442195337e-03	2.022250307605671910e-07	3.251247308875701600e-06	6.266664608281805671e-09
3.280000000000000249e+00	1.321378757630839364e-03	1.692893167468647991e-07	3.320371934167985745e-06	2.531056418933710342e-09
3.299999999999999822e+00	1.347343644040331677e-03	2.279351303171653768e-07	3.373986088089691203e-06	4.595451336157693178e-09
3.320000000000000284e+00	1.373449144669634022e-03	1.831660571086117084e-07	3.426288378136398248e-06	4.633707648696636110e-09
3.339999999999999858e+00	1.399597118498205860e-03	1.109534077767760327e-07	3.488429647245602285e-06	6.200911829913453672e-09
3.360000000000000320e+00	1.425809042903459101e-03	1.579531264354613774e-07	3.553704813389528377e-06	3.693310953778866920e-09
3.379999999999999893e+00	1.451841636022900301e-03	1.803580400100516529e-07	3.609584914004415415e-06	5.466527113195897384e-09
3.400000000000000355e+00	1.477965532074108869e-03	1.452112847115205006e-07	3.663232195801753036e-06	7.049803413353474872e-09
3.419999999999999929e+00	1.503985026882664064e-03	1.591995546147203637e-07	3.726526314982926017e-06	3.167995034276691899e-09
3.439999999999999947e+00	1.530267547331148805e-03	1.596739005230380925e-07	3.794776364358543848e-06	5.129971076443836056e-09
3.459999999999999964e+00	1.556583969290163596e-03	1.730473326622841172e-07	3.849874647108532256e-06	3.154949719635853734e-09
3.479999999999999982e+00	1.582659324542205108e-03	1.659974009984323004e-07	3.915076931926070723e-06	1.436825894264509572e-09
3.500000000000000000e+00	1.608841970370182171e-03	9.153551436900589708e-08	3.976370127419113922e-06	2.102683444661931660e-09
3.520000000000000018e+00	1.635255473927529988e-03	1.484454630749348762e-07	4.038219871222761533e-06	5.395539453348772460e-09
3.540000000000000036e+00	1.661752671838997259e-03	1.559413083746042240e-07	4.095425086862901628e-06	3.664194640302875004e-09
3.560000000000000053e+00	1.687949282777846064e-03	1.543892168553066953e-07	4.154823367869832713e-06	3.144207147692405729e-09
3.580000000000000071e+00	1.714210614782250581e-03	1.613043177106097263e-07	4.213837365519442229e-06	3.023753086371640422e-09
3.600000000000000089e+00	1.740444401809349744e-03	1.187957225918179741e-07	4.281491113133695528e-06	4.184214623482378962e-09
3.620000000000000107e+00	1.766962691853788195e-03	1.044782897642977406e-07	4.331235931181666684e-06	5.303829791238689289e-09
3.640000000000000124e+00	1.793264859768602809e-03	1.402539604536841016e-07	4.388308635319281516e-06	2.239463994883740334e-09
3.660000000000000142e+00	1.819647736393143270e-03	1.732186563595161534e-07	4.463237264422170078e-06	4.362728663795573781e-09
3.679999999999999716e+00	1.846056713328346043e-03	1.178716764312113718e-07	4.517553729307260279e-06	4.727042564828951452e-09
3.700000000000000178e+00	1.872382959020525662e-03	1.683235104120423684e-07	4.573162181341971374e-06	3.949426360810157646e-09
3.719999999999999751e+00	1.898921570709058817e-03	1.486731609008584453e-07	4.627319632424029565e-06	5.242741444189907034e-09
3.740000000000000213e+00	1.925473954886245623e-03	1.599927704677366044e-07	4.682345033847628654e-06	4.555402120375124484e-09
3.759999999999999787e+00	1.951924634531843799e-03	1.406719781202768821e-07	4.746314961691679632e-06	4.098669348782813316e-09
3.780000000000000249e+00	1.978401896043653196e-03	1.658821237451521673e-07	4.810331268561617416e-06	1.472145541247995011e-09
3.799999999999999822e+00	2.004939159376654522e-03	1.305388285652628977e-07	4.864979012203019928e-06	6.486409285834840470e-09
3.820000000000000284e+00	2.031441654399141795e-03	1.582191771352481882e-07	4.917811348259828873e-06	4.608710243244784424e-09
3.839999999999999858e+00	2.057931147421851459e-03	1.666619572366132440e-07	4.987976188846936336e-06	2.890213026250621630e-09
3.860000000000000320e+00	2.084533998620394669e-03	1.945416229218519775e-07	5.040265227743390008e-06	5.375638646581889782e-09
3.879999999999999893e+00	2.110998354443535934e-03	1.463329964949790845e-07	5.098338393725070154e-06	1.265701636016134335e-09
3.900000000000000355e+00	2.137480238888599636e-03	1.635906921327633022e-07	5.156033901924552876e-06	5.088266996188101642e-09
3.919999999999999929e+00	2.164084823687111286e-03	1.398477935843657137e-07	5.213331875616459808e-06	4.268557306107952473e-09
3.939999999999999947e+00	2.190637400486516832e-03	1.298666121104015625e-07	5.266243718574781371e-06	5.904272268426328488e-09
3.959999999999999964e+00	2.217315085417107499e-03	1.635395961445891172e-07	5.313484069225023356e-06	2.285357660393473247e-09
3.979999999999999982e+00	2.243940569726372673e-03	1.028691696861513842e-07	5.367442753053296193e-06	3.825840813342215184e-09
4.000000000000000000e+00	2.270329899195246658e-03	1.758774428593797189e-07	5.417883256489523711e-06	2.623782125999592004e-09
