# Acquisizione Analog Discovery 2
# Timestamp 2025-10-05 17:40:24
# time	ch1	ch2
-4.062999999999999771e-03	9.518556511547588972e-01	3.970680201621160088e-02
-4.061999999999999639e-03	9.629036502513579343e-01	3.970680201621160088e-02
-4.060999999999999506e-03	9.629036502513579343e-01	2.852069762362059724e-02
-4.060000000000000241e-03	9.997303139066882061e-01	3.224939908781759845e-02
-4.059000000000000108e-03	1.018143645734353120e+00	3.597810055201459967e-02
-4.057999999999999975e-03	1.021826312099886058e+00	2.479199615942359602e-02
-4.056999999999999842e-03	1.051287643024150231e+00	3.597810055201459967e-02
-4.055999999999999710e-03	1.102844972141612256e+00	2.479199615942359602e-02
-4.054999999999999577e-03	1.106527638507145417e+00	2.479199615942359602e-02
-4.053999999999999444e-03	1.121258303969277392e+00	2.852069762362059724e-02
-4.053000000000000179e-03	-8.784295325151465494e-01	-6.096813751710743190e-02
-4.052000000000000046e-03	-8.563335343219484752e-01	-5.723943605291043069e-02
-4.050999999999999913e-03	-8.416028688598164997e-01	-4.978203312451642826e-02
-4.049999999999999781e-03	-8.121415379355523267e-01	-5.037615554152413688e-03
-4.048999999999999648e-03	-8.121415379355523267e-01	-3.486722726772842340e-02
-4.047999999999999515e-03	-7.937282061078874129e-01	-3.486722726772842340e-02
-4.047000000000000250e-03	-7.716322079146893387e-01	-4.605333166031942704e-02
-4.046000000000000117e-03	-7.348055442593590669e-01	-4.978203312451642826e-02
-4.044999999999999984e-03	-7.163922124316941531e-01	-2.368112287513741976e-02
-4.043999999999999852e-03	-7.163922124316941531e-01	-1.622371994674341733e-02
-4.042999999999999719e-03	-6.906135478729631405e-01	-1.622371994674341733e-02
-4.041999999999999586e-03	-6.648348833142319059e-01	-5.723943605291043069e-02
-4.040999999999999454e-03	-6.537868842176328688e-01	-1.995242141094041854e-02
-4.040000000000000188e-03	-6.132775541967698807e-01	-5.037615554152413688e-03
-4.039000000000000055e-03	-6.132775541967698807e-01	-1.622371994674341733e-02
-4.037999999999999923e-03	-5.948642223691047448e-01	-1.249501848254641612e-02
-4.036999999999999790e-03	-5.506722259827088184e-01	-2.740982433933442097e-02
